player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Deepak Chahar,bowler,81,81,,,,77,28.84,7.98,21.6
Shardul Thakur,bowler,95,92,,,,94,30.52,9.22,19.8
Richard Gleeson,bowler,2,2,,,,1,71.00,9.06,47.0
Mustafizur Rahman,bowler,57,57,,,,61,28.88,8.14,21.2
Ravindra Jadeja,bowler,240,211,,,,160,30.40,7.62,23.9
Moeen Ali,bowler,67,52,,,,35,25.51,7.06,21.6
Shivam Dube,bowler,65,14,,,,5,36.00,9.64,22.4
