over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
18,PBKS,163/3,N/A,N/A,9.06,N/A,PBKS,100.0,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
1,CSK,4/0,172,N/A,4.00,N/A,PBKS,53.96,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
2,CSK,14/0,174,N/A,7.00,N/A,PBKS,51.76,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
3,CSK,20/0,170,N/A,6.67,N/A,PBKS,56.13,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
4,CSK,23/0,171,N/A,5.75,N/A,PBKS,55.05,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
5,CSK,37/0,181,N/A,7.40,N/A,CSK,55.95,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
6,CSK,55/0,202,N/A,9.17,N/A,CSK,76.39,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
7,CSK,60/0,206,N/A,8.57,N/A,CSK,79.45,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
8,CSK,64/0,207,N/A,8.00,N/A,CSK,80.16,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
9,CSK,67/2,171,N/A,7.44,N/A,PBKS,55.05,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
10,CSK,71/3,168,N/A,7.10,N/A,PBKS,58.28,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
11,CSK,76/3,165,N/A,6.91,N/A,PBKS,61.43,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
12,CSK,81/3,163,N/A,6.75,N/A,PBKS,63.47,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
13,CSK,85/3,158,N/A,6.54,N/A,PBKS,68.34,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
14,CSK,90/3,155,N/A,6.43,N/A,PBKS,71.08,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
15,CSK,102/3,157,N/A,6.80,N/A,PBKS,69.27,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
16,CSK,111/4,158,N/A,6.94,N/A,PBKS,68.34,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
17,CSK,131/4,168,N/A,7.71,N/A,PBKS,58.28,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
18,CSK,146/5,171,N/A,8.11,N/A,PBKS,55.05,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
19,CSK,149/6,161,N/A,7.84,N/A,PBKS,65.46,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
20,CSK,162/7,162,N/A,8.10,N/A,PBKS,64.48,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
1,PBKS,12/0,N/A,151 from 114,12.00,7.95,PBKS,71.14,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
2,PBKS,16/0,N/A,147 from 108,8.00,8.17,PBKS,69.51,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
3,PBKS,19/0,N/A,144 from 102,6.33,8.47,PBKS,65.06,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
4,PBKS,29/1,N/A,134 from 96,7.25,8.38,PBKS,60.66,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
5,PBKS,39/1,N/A,124 from 90,7.80,8.27,PBKS,65.7,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
6,PBKS,52/1,N/A,111 from 84,8.67,7.93,PBKS,83.07,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
7,PBKS,62/1,N/A,101 from 78,8.86,7.77,PBKS,88.0,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
8,PBKS,73/1,N/A,90 from 72,9.12,7.50,PBKS,92.03,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
9,PBKS,82/1,N/A,81 from 66,9.11,7.36,PBKS,93.67,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
10,PBKS,96/2,N/A,67 from 60,9.60,6.70,PBKS,94.73,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
11,PBKS,99/2,N/A,64 from 54,9.00,7.11,PBKS,94.28,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
12,PBKS,113/3,N/A,50 from 48,9.42,6.25,PBKS,95.51,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
13,PBKS,122/3,N/A,41 from 42,9.38,5.86,PBKS,97.22,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
14,PBKS,135/3,N/A,28 from 36,9.64,4.67,PBKS,98.87,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
15,PBKS,135/3,N/A,28 from 30,9.00,5.60,PBKS,98.01,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
