over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 18 • PBKS 163/3,PBKS won by 7 wickets (with 13 balls remaining),PBKS 100%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 1 • CSK 4/0,Live Forecast: CSK 172,PBKS 53.96%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 2 • CSK 14/0,Live Forecast: CSK 174,PBKS 51.76%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 3 • CSK 20/0,Live Forecast: CSK 170,PBKS 56.13%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 4 • CSK 23/0,Live Forecast: CSK 171,PBKS 55.05%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 5 • CSK 37/0,Live Forecast: CSK 181,CSK 55.95%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 6 • CSK 55/0,Live Forecast: CSK 202,CSK 76.39%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 7 • CSK 60/0,Live Forecast: CSK 206,CSK 79.45%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 8 • CSK 64/0,Live Forecast: CSK 207,CSK 80.16%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 9 • CSK 67/2,Ajinkya Rahane c Rossouw b Harpreet Brar 29 (24b 5x4 0x6 35m) SR: 120.83;W;Shivam Dube lbw b Harpreet Brar 0 (1b 0x4 0x6 2m) SR: 0;W;Live Forecast: CSK 171,PBKS 55.05%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 10 • CSK 71/3,Ravindra Jadeja lbw b Chahar 2 (4b 0x4 0x6 6m) SR: 50;W;Live Forecast: CSK 168,PBKS 58.28%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 11 • CSK 76/3,Live Forecast: CSK 165,PBKS 61.43%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 12 • CSK 81/3,Live Forecast: CSK 163,PBKS 63.47%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 13 • CSK 85/3,Live Forecast: CSK 158,PBKS 68.34%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 14 • CSK 90/3,Live Forecast: CSK 155,PBKS 71.08%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 15 • CSK 102/3,Live Forecast: CSK 157,PBKS 69.27%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 16 • CSK 111/4,Sameer Rizvi c Patel b Rabada 21 (23b 1x4 0x6 23m) SR: 91.3;W;Live Forecast: CSK 158,PBKS 68.34%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 17 • CSK 131/4,Live Forecast: CSK 168,PBKS 58.28%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 18 • CSK 146/5,Ruturaj Gaikwad b Arshdeep Singh 62 (48b 5x4 2x6 94m) SR: 129.16;W;Live Forecast: CSK 171,PBKS 55.05%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 19 • CSK 149/6,Moeen Ali b Chahar 15 (9b 1x4 1x6 24m) SR: 166.66;W;Live Forecast: CSK 161,PBKS 65.46%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 20 • CSK 162/7,MS Dhoni run out (Patel/†JM Sharma) 14 (11b 1x4 1x6 15m) SR: 127.27;W;Live Forecast: CSK 162,PBKS 64.48%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 1 • PBKS 12/0,PBKS needed 151 runs from 114 balls,PBKS 71.14%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 2 • PBKS 16/0,PBKS needed 147 runs from 108 balls,PBKS 69.51%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 3 • PBKS 19/0,PBKS needed 144 runs from 102 balls,PBKS 65.06%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 4 • PBKS 29/1,Prabhsimran Singh c Gaikwad b Gleeson 13 (10b 1x4 1x6 18m) SR: 130;W;PBKS needed 134 runs from 96 balls,PBKS 60.66%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 5 • PBKS 39/1,PBKS needed 124 runs from 90 balls,PBKS 65.7%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 6 • PBKS 52/1,PBKS needed 111 runs from 84 balls,PBKS 83.07%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 7 • PBKS 62/1,PBKS needed 101 runs from 78 balls,PBKS 88%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 8 • PBKS 73/1,PBKS needed 90 runs from 72 balls,PBKS 92.03%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 9 • PBKS 82/1,PBKS needed 81 runs from 66 balls,PBKS 93.67%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 10 • PBKS 96/2,Jonny Bairstow c †Dhoni b Dube 46 (30b 7x4 1x6 45m) SR: 153.33;W;PBKS needed 67 runs from 60 balls,PBKS 94.73%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 11 • PBKS 99/2,PBKS needed 64 runs from 54 balls,PBKS 94.28%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 12 • PBKS 113/3,Rilee Rossouw b Thakur 43 (23b 5x4 2x6 41m) SR: 186.95;W;PBKS needed 50 runs from 48 balls,PBKS 95.51%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 13 • PBKS 122/3,PBKS needed 41 runs from 42 balls,PBKS 97.22%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 14 • PBKS 135/3,PBKS needed 28 runs from 36 balls,PBKS 98.87%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 15 • PBKS 135/3,PBKS needed 28 runs from 30 balls,PBKS 98.01%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 16 • PBKS 146/3,PBKS needed 17 runs from 24 balls,PBKS 99.44%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 17 • PBKS 155/3,PBKS needed 8 runs from 18 balls,PBKS 99.74%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
