over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,PBKS,200/7,N/A,N/A,10.00,N/A,PBKS,100.0,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
1,GT,7/0,162,N/A,7.00,N/A,PBKS,60.44,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
2,GT,18/0,166,N/A,9.00,N/A,PBKS,56.07,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
3,GT,29/1,171,N/A,9.67,N/A,PBKS,50.47,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
4,GT,35/1,173,N/A,8.75,N/A,GT,51.78,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
5,GT,41/1,170,N/A,8.20,N/A,PBKS,51.6,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
6,GT,52/1,171,N/A,8.67,N/A,PBKS,50.47,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
7,GT,57/1,171,N/A,8.14,N/A,PBKS,50.47,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
8,GT,65/1,171,N/A,8.12,N/A,PBKS,50.47,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
9,GT,75/2,174,N/A,8.33,N/A,GT,52.91,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
10,GT,83/2,183,N/A,8.30,N/A,GT,62.76,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
11,GT,91/2,183,N/A,8.27,N/A,GT,62.76,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
12,GT,105/2,198,N/A,8.75,N/A,GT,76.78,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
13,GT,119/2,207,N/A,9.15,N/A,GT,83.16,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
14,GT,123/3,191,N/A,8.79,N/A,GT,70.72,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
15,GT,134/3,190,N/A,8.93,N/A,GT,69.78,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
16,GT,141/3,185,N/A,8.81,N/A,GT,64.84,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
17,GT,153/3,186,N/A,9.00,N/A,GT,65.86,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
18,GT,166/4,190,N/A,9.22,N/A,GT,69.78,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
19,GT,186/4,198,N/A,9.79,N/A,GT,76.78,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
20,GT,199/4,199,N/A,9.95,N/A,GT,77.56,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
1,PBKS,13/0,N/A,187 from 114,13.00,9.84,GT,73.84,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
2,PBKS,19/1,N/A,181 from 108,9.50,10.06,GT,81.12,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
