batting_team,over_number,ball_number,runs_scored,boundaries,dot_balls,wickets,extras,striker_batsman,batsman1_name,batsman1_runs,batsman1_balls_faced,batsman1_fours,batsman1_sixes,batsman2_name,batsman2_runs,batsman2_balls_faced,batsman2_fours,batsman2_sixes,bowler1_name,bowler1_overs_bowled,bowler1_maidens_bowled,bowler1_runs_conceded,bowler1_wickets_taken,bowler2_name,bowler2_overs_bowled,bowler2_maidens_bowled,bowler2_runs_conceded,bowler2_wickets_taken
GT,19,19.6,4,1,0,0,0,Tewatia,Gill,90,48,6,4,Tewatia,26,8,3,1,Arshdeep,4.0,0,33,0,Harshal,4.0,0,44,1
GT,19,19.5,4,1,0,0,0,Tewatia,Gill,90,48,6,4,Tewatia,22,7,2,1,Arshdeep,3.0,0,29,0,Harshal,4.0,0,44,1
GT,19,19.4,1,0,0,0,0,Gill,Gill,90,48,6,4,Tewatia,18,6,1,1,Arshdeep,3.0,0,25,0,Harshal,4.0,0,44,1
GT,19,19.3,1,0,0,0,0,Tewatia,Gill,89,47,6,4,Tewatia,18,6,1,1,Arshdeep,3.0,0,24,0,Harshal,4.0,0,44,1
GT,19,19.2,1,0,0,0,0,Gill,Gill,89,47,6,4,Tewatia,17,5,1,1,Arshdeep,3.0,0,23,0,Harshal,4.0,0,44,1
GT,19,19.1,2,0,0,0,0,Gill,Gill,88,46,6,4,Tewatia,17,5,1,1,Arshdeep,3.0,0,22,0,Harshal,4.0,0,44,1
GT,18,18.6,3,0,0,0,0,Gill,Gill,86,45,6,4,Tewatia,17,5,1,1,Harshal,4.0,0,44,1,Rabada,4.0,0,44,2
GT,18,18.5,1,0,0,0,0,Tewatia,Gill,83,44,6,4,Tewatia,17,5,1,1,Harshal,3.0,0,41,1,Rabada,4.0,0,44,2
GT,18,18.5,1,0,0,0,1,Tewatia,Gill,83,44,6,4,Tewatia,16,4,1,1,Harshal,3.0,0,40,1,Rabada,4.0,0,44,2
GT,18,18.4,4,1,0,0,0,Tewatia,Gill,83,44,6,4,Tewatia,15,4,1,1,Harshal,3.0,0,39,1,Rabada,4.0,0,44,2
GT,18,18.4,1,0,0,0,1,Tewatia,Gill,83,44,6,4,Tewatia,11,3,0,1,Harshal,3.0,0,35,1,Rabada,4.0,0,44,2
GT,18,18.3,2,0,0,0,0,Tewatia,Gill,83,44,6,4,Tewatia,10,3,0,1,Harshal,3.0,0,34,1,Rabada,4.0,0,44,2
GT,18,18.3,1,0,0,0,1,Tewatia,Gill,83,44,6,4,Tewatia,8,2,0,1,Harshal,3.0,0,32,1,Rabada,4.0,0,44,2
GT,18,18.2,6,1,0,0,0,Tewatia,Gill,83,44,6,4,Tewatia,7,2,0,1,Harshal,3.0,0,31,1,Rabada,4.0,0,44,2
GT,18,18.1,1,0,0,0,0,Gill,Gill,83,44,6,4,Tewatia,1,1,0,0,Harshal,3.0,0,25,1,Rabada,4.0,0,44,2
GT,17,17.6,1,0,0,0,0,Gill,Gill,82,43,6,4,Tewatia,1,1,0,0,Rabada,4.0,0,44,2,Harshal,3.0,0,24,1
