over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 10 • DC 94/1,DC needed 141 runs from 60 balls,MI 89.24%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 11 • DC 107/1,DC needed 128 runs from 54 balls,MI 86.34%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 12 • DC 111/2,Prithvi Shaw b Bumrah 66 (40b 8x4 3x6 53m) SR: 165;W;DC needed 124 runs from 48 balls,MI 98.02%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 13 • DC 127/2,DC needed 108 runs from 42 balls,MI 96.41%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 14 • DC 138/2,DC needed 97 runs from 36 balls,MI 96.35%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 15 • DC 144/3,Abishek Porel c David b Bumrah 41 (31b 5x4 0x6 50m) SR: 132.25;W;DC needed 91 runs from 30 balls,MI 98.64%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 16 • DC 153/4,Rishabh Pant c Pandya b Coetzee 1 (3b 0x4 0x6 6m) SR: 33.33;W;DC needed 82 runs from 24 balls,MI 99.62%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 17 • DC 172/4,DC needed 63 runs from 18 balls,MI 99.21%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 18 • DC 180/4,DC needed 55 runs from 12 balls,MI 99.62%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 19 • DC 201/5,Axar Patel run out (Mohammad Nabi/†Ishan Kishan) 8 (7b 1x4 0x6 14m) SR: 114.28;W;DC needed 34 runs from 6 balls,MI 98.91%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
