over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,DC,205/8,N/A,N/A,10.25,N/A,MI,100.0,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
1,MI,7/0,173,N/A,7.00,N/A,MI,51.74,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
2,MI,21/0,179,N/A,10.50,N/A,MI,58.41,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
3,MI,33/0,182,N/A,11.00,N/A,MI,61.65,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
4,MI,46/0,197,N/A,11.50,N/A,MI,75.89,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
5,MI,60/0,200,N/A,12.00,N/A,MI,78.26,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
6,MI,75/0,225,N/A,12.50,N/A,MI,91.57,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
7,MI,80/1,208,N/A,11.43,N/A,MI,83.7,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
8,MI,84/2,193,N/A,10.50,N/A,MI,72.47,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
9,MI,92/2,195,N/A,10.22,N/A,MI,74.22,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
10,MI,105/2,201,N/A,10.50,N/A,MI,79.01,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
11,MI,113/3,206,N/A,10.27,N/A,MI,82.46,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
12,MI,120/3,202,N/A,10.00,N/A,MI,79.73,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
13,MI,123/4,194,N/A,9.46,N/A,MI,73.36,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
14,MI,131/4,192,N/A,9.36,N/A,MI,71.57,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
15,MI,138/4,190,N/A,9.20,N/A,MI,69.71,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
16,MI,150/4,195,N/A,9.38,N/A,MI,74.22,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
17,MI,167/4,204,N/A,9.82,N/A,MI,81.13,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
18,MI,183/5,207,N/A,10.17,N/A,MI,83.09,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
19,MI,202/5,215,N/A,10.63,N/A,MI,87.5,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
20,MI,234/5,234,N/A,11.70,N/A,MI,94.15,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
1,DC,7/0,N/A,228 from 114,7.00,12.00,MI,94.74,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
2,DC,11/0,N/A,224 from 108,5.50,12.44,MI,95.86,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
3,DC,15/0,N/A,220 from 102,5.00,12.94,MI,96.74,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
4,DC,24/1,N/A,211 from 96,6.00,13.19,MI,98.14,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
5,DC,33/1,N/A,202 from 90,6.60,13.47,MI,98.15,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
6,DC,46/1,N/A,189 from 84,7.67,13.50,MI,97.65,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
7,DC,53/1,N/A,182 from 78,7.57,14.00,MI,97.79,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
8,DC,69/1,N/A,166 from 72,8.62,13.83,MI,95.88,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
9,DC,84/1,N/A,151 from 66,9.33,13.73,MI,92.09,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
10,DC,94/1,N/A,141 from 60,9.40,14.10,MI,89.24,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
11,DC,107/1,N/A,128 from 54,9.73,14.22,MI,86.34,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
12,DC,111/2,N/A,124 from 48,9.25,15.50,MI,98.02,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
13,DC,127/2,N/A,108 from 42,9.77,15.43,MI,96.41,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
14,DC,138/2,N/A,97 from 36,9.86,16.17,MI,96.35,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
15,DC,144/3,N/A,91 from 30,9.60,18.20,MI,98.64,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
16,DC,153/4,N/A,82 from 24,9.56,20.50,MI,99.62,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
17,DC,172/4,N/A,63 from 18,10.12,21.00,MI,99.21,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
18,DC,180/4,N/A,55 from 12,10.00,27.50,MI,99.62,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
19,DC,201/5,N/A,34 from 6,10.58,34.00,MI,98.91,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
