over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • GT 199/7,Rahul Tewatia run out (Buttler/Avesh Khan) 22 (11b 3x4 0x6 42m) SR: 200;W;GT won by 3 wickets (with 0 balls remaining),GT 100%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 1 • RR 6/0,Live Forecast: RR 168,GT 50.13%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 2 • RR 13/0,Live Forecast: RR 166,GT 52.37%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 3 • RR 22/0,Live Forecast: RR 167,GT 51.25%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 4 • RR 28/0,Live Forecast: RR 170,RR 52.12%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 5 • RR 41/1,Yashasvi Jaiswal c †Wade b Yadav 24 (19b 5x4 0x6 19m) SR: 126.31;W;Live Forecast: RR 180,RR 62.99%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 6 • RR 43/2,Jos Buttler c Tewatia b Rashid Khan 8 (10b 0x4 0x6 27m) SR: 80;W;Live Forecast: RR 174,RR 56.56%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 7 • RR 49/2,Live Forecast: RR 166,GT 52.37%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 8 • RR 52/2,Live Forecast: RR 152,GT 67.38%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 9 • RR 65/2,Live Forecast: RR 166,GT 52.37%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 10 • RR 73/2,Live Forecast: RR 174,RR 56.56%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 11 • RR 82/2,Live Forecast: RR 181,RR 64.02%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 12 • RR 89/2,Live Forecast: RR 173,RR 55.46%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 13 • RR 104/2,Live Forecast: RR 182,RR 65.04%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 14 • RR 118/2,Live Forecast: RR 185,RR 68%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 15 • RR 134/2,Live Forecast: RR 192,RR 74.33%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 16 • RR 139/2,Live Forecast: RR 185,RR 68%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 17 • RR 154/2,Live Forecast: RR 187,RR 69.9%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 18 • RR 162/2,Live Forecast: RR 185,RR 68%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 19 • RR 177/3,Riyan Parag c Shankar b Sharma 76 (48b 3x4 5x6 62m) SR: 158.33;W;Live Forecast: RR 190,RR 72.61%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 20 • RR 196/3,Live Forecast: RR 196,RR 77.54%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 1 • GT 5/0,GT needed 192 runs from 114 balls,RR 80.57%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 2 • GT 15/0,GT needed 182 runs from 108 balls,RR 78.44%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 3 • GT 18/0,GT needed 179 runs from 102 balls,RR 81.8%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 4 • GT 26/0,GT needed 171 runs from 96 balls,RR 82.41%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 5 • GT 30/0,GT needed 167 runs from 90 balls,RR 85.78%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 6 • GT 44/0,GT needed 153 runs from 84 balls,RR 79.01%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 7 • GT 51/0,GT needed 146 runs from 78 balls,RR 79.26%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 8 • GT 63/0,GT needed 134 runs from 72 balls,RR 60.95%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 9 • GT 67/1,Sai Sudharsan lbw b Sen 35 (29b 3x4 1x6 36m) SR: 120.68;W;GT needed 130 runs from 66 balls,RR 82.05%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 10 • GT 76/1,GT needed 121 runs from 60 balls,RR 84.24%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 11 • GT 83/3,Matthew Wade b Sen 4 (6b 0x4 0x6 10m) SR: 66.66;W;Abhinav Manohar b Sen 1 (2b 0x4 0x6 2m) SR: 50;W;GT needed 114 runs from 54 balls,RR 94.36%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 12 • GT 91/3,GT needed 106 runs from 48 balls,RR 94.43%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 13 • GT 102/3,GT needed 95 runs from 42 balls,RR 92.65%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 14 • GT 111/4,Vijay Shankar b Chahal 16 (10b 3x4 0x6 15m) SR: 160;W;GT needed 86 runs from 36 balls,RR 95.83%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 15 • GT 124/4,GT needed 73 runs from 30 balls,RR 93.75%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 16 • GT 138/5,Shubman Gill st †Samson b Chahal 72 (44b 6x4 2x6 77m) SR: 163.63;W;GT needed 59 runs from 24 balls,RR 95.5%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 17 • GT 155/5,GT needed 42 runs from 18 balls,RR 86.47%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 18 • GT 162/6,M Shahrukh Khan lbw b Avesh Khan 14 (8b 1x4 1x6 14m) SR: 175;W;GT needed 35 runs from 12 balls,RR 94.47%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
Over 19 • GT 182/6,GT needed 15 runs from 6 balls,RR 69.5%,"Sawai Mansingh Stadium, Jaipur",N/A,N/A,N/A,N/A,N/A,N/A
