over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • MI 246/5,SRH won by 31 runs,SRH 100%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 1 • SRH 7/0,Live Forecast: SRH 170,MI 52.78%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 2 • SRH 18/0,Live Forecast: SRH 173,SRH 50.58%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 3 • SRH 40/0,Live Forecast: SRH 191,SRH 69.69%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 4 • SRH 45/0,Live Forecast: SRH 197,SRH 75.07%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 5 • SRH 58/1,Mayank Agarawal c David b Pandya 11 (13b 1x4 0x6 19m) SR: 84.61;W;Live Forecast: SRH 203,SRH 79.75%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 6 • SRH 81/1,Live Forecast: SRH 223,SRH 90.55%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 7 • SRH 102/1,Live Forecast: SRH 255,SRH 97.49%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 8 • SRH 117/2,Travis Head c Naman Dhir b Coetzee 62 (24b 9x4 3x6 39m) SR: 258.33;W;Live Forecast: SRH 263,SRH 98.21%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 9 • SRH 128/2,Live Forecast: SRH 253,SRH 97.26%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 10 • SRH 148/2,Live Forecast: SRH 271,SRH 98.72%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
