over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,MI,246/5,N/A,N/A,12.30,N/A,SRH,100.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
1,SRH,7/0,170,N/A,7.00,N/A,MI,52.78,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
2,SRH,18/0,173,N/A,9.00,N/A,SRH,50.58,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
3,SRH,40/0,191,N/A,13.33,N/A,SRH,69.69,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
4,SRH,45/0,197,N/A,11.25,N/A,SRH,75.07,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
5,SRH,58/1,203,N/A,11.60,N/A,SRH,79.75,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
6,SRH,81/1,223,N/A,13.50,N/A,SRH,90.55,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
7,SRH,102/1,255,N/A,14.57,N/A,SRH,97.49,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
8,SRH,117/2,263,N/A,14.62,N/A,SRH,98.21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
9,SRH,128/2,253,N/A,14.22,N/A,SRH,97.26,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
10,SRH,148/2,271,N/A,14.80,N/A,SRH,98.72,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
11,SRH,161/3,261,N/A,14.64,N/A,SRH,98.05,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
12,SRH,173/3,267,N/A,14.42,N/A,SRH,98.49,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
