player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Kwena Maphaka,bowler,2,2,,,,1,89.00,14.83,36.0
Hardik Pandya,bowler,137,93,,,,64,33.59,9.09,22.1
Jasprit Bumrah,bowler,133,133,,,,165,22.51,7.30,18.5
Gerald Coetzee,bowler,10,10,,,,13,26.23,10.17,15.4
Piyush Chawla,bowler,192,191,,,,192,26.60,7.96,20.0
Shams Mulani,bowler,2,2,,,,0,-,11.40,-
