over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,GT,146/7,N/A,N/A,7.30,N/A,GT,100.0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
1,PBKS,2/0,167,N/A,2.00,N/A,GT,53.81,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
2,PBKS,23/0,180,N/A,11.50,N/A,PBKS,60.58,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
3,PBKS,34/0,183,N/A,11.33,N/A,PBKS,63.73,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
4,PBKS,42/0,189,N/A,10.50,N/A,PBKS,69.66,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
5,PBKS,45/0,182,N/A,9.00,N/A,PBKS,62.69,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
6,PBKS,56/1,180,N/A,9.33,N/A,PBKS,60.58,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
7,PBKS,63/2,177,N/A,9.00,N/A,PBKS,57.33,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
8,PBKS,67/3,175,N/A,8.38,N/A,PBKS,55.13,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
9,PBKS,70/3,170,N/A,7.78,N/A,GT,50.45,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
10,PBKS,74/3,166,N/A,7.40,N/A,GT,54.92,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
11,PBKS,80/4,163,N/A,7.27,N/A,GT,58.22,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
12,PBKS,86/5,159,N/A,7.17,N/A,GT,62.51,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
