over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 19 • MI 216/4,MI won by 6 wickets (with 7 balls remaining),MI 100%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 1 • PBKS 9/0,Live Forecast: PBKS 172,PBKS 50.05%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 2 • PBKS 17/1,Prabhsimran Singh c †Ishan Kishan b Arshad Khan 9 (7b 1x4 0x6 8m) SR: 128.57;W;Live Forecast: PBKS 172,PBKS 50.05%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 3 • PBKS 23/1,Live Forecast: PBKS 170,MI 52.22%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 4 • PBKS 35/1,Live Forecast: PBKS 181,PBKS 60.16%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 5 • PBKS 40/1,Live Forecast: PBKS 173,PBKS 51.18%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 6 • PBKS 50/1,Live Forecast: PBKS 187,PBKS 66.53%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 7 • PBKS 58/1,Live Forecast: PBKS 181,PBKS 60.16%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 8 • PBKS 65/2,Shikhar Dhawan st †Ishan Kishan b Chawla 30 (20b 5x4 0x6 35m) SR: 150;W;Live Forecast: PBKS 180,PBKS 59.06%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 9 • PBKS 71/2,Live Forecast: PBKS 175,PBKS 53.45%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 10 • PBKS 78/2,Live Forecast: PBKS 173,PBKS 51.18%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 11 • PBKS 94/2,Live Forecast: PBKS 192,PBKS 71.44%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 12 • PBKS 99/3,Matthew Short b Chawla 27 (26b 2x4 1x6 46m) SR: 103.84;W;Live Forecast: PBKS 187,PBKS 66.53%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 13 • PBKS 120/3,Live Forecast: PBKS 205,PBKS 81.98%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 14 • PBKS 131/3,Live Forecast: PBKS 201,PBKS 79.1%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 15 • PBKS 145/3,Live Forecast: PBKS 206,PBKS 82.65%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 16 • PBKS 152/3,Live Forecast: PBKS 198,PBKS 76.73%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 17 • PBKS 166/3,Live Forecast: PBKS 199,PBKS 77.54%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 18 • PBKS 178/3,Live Forecast: PBKS 201,PBKS 79.1%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 19 • PBKS 205/3,Live Forecast: PBKS 217,PBKS 88.77%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 20 • PBKS 214/3,Live Forecast: PBKS 214,PBKS 87.32%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 1 • MI 5/1,Rohit Sharma c Short b R Dhawan 0 (3b 0x4 0x6 3m) SR: 0;W;MI needed 210 runs from 114 balls,PBKS 91.17%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 2 • MI 21/1,MI needed 194 runs from 108 balls,PBKS 87.47%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 3 • MI 23/1,MI needed 192 runs from 102 balls,PBKS 91.42%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 4 • MI 32/1,MI needed 183 runs from 96 balls,PBKS 90.38%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 5 • MI 49/1,MI needed 166 runs from 90 balls,PBKS 83.19%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 6 • MI 54/2,Cameron Green c Chahar b Ellis 23 (18b 4x4 0x6 29m) SR: 127.77;W;MI needed 161 runs from 84 balls,PBKS 86.92%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 7 • MI 60/2,MI needed 155 runs from 78 balls,PBKS 84.24%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 8 • MI 67/2,MI needed 148 runs from 72 balls,PBKS 94.17%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 9 • MI 77/2,MI needed 138 runs from 66 balls,PBKS 92.69%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 10 • MI 91/2,MI needed 124 runs from 60 balls,PBKS 86.68%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 11 • MI 105/2,MI needed 110 runs from 54 balls,PBKS 65.07%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 12 • MI 115/2,MI needed 100 runs from 48 balls,PBKS 68.55%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 13 • MI 138/2,MI needed 77 runs from 42 balls,MI 72.36%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 14 • MI 149/2,MI needed 66 runs from 36 balls,MI 73.68%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 15 • MI 170/2,MI needed 45 runs from 30 balls,MI 93.46%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 16 • MI 178/3,Suryakumar Yadav c Arshdeep Singh b Ellis 66 (31b 8x4 2x6 44m) SR: 212.9;W;MI needed 37 runs from 24 balls,MI 87.44%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 17 • MI 194/4,Ishan Kishan c R Dhawan b Arshdeep Singh 75 (41b 7x4 4x6 80m) SR: 182.92;W;MI needed 21 runs from 18 balls,MI 96.28%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 18 • MI 203/4,MI needed 12 runs from 12 balls,MI 98.18%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
