over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • DC 143/9,Axar Patel c sub (PN Mankad) b Wood 16 (11b 1x4 1x6 21m) SR: 145.45;W;Chetan Sakariya c Pandya b Wood 4 (4b 1x4 0x6 5m) SR: 100;W;LSG won by 50 runs,LSG 100%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 1 • LSG 1/0,Live Forecast: LSG 156,DC 63.99%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 2 • LSG 6/0,Live Forecast: LSG 153,DC 67.12%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 3 • LSG 12/0,Live Forecast: LSG 150,DC 70.09%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 4 • LSG 19/1,KL Rahul c Patel b Sakariya 8 (12b 0x4 1x6 21m) SR: 66.66;W;Live Forecast: LSG 154,DC 66.09%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 5 • LSG 25/1,Live Forecast: LSG 155,DC 65.05%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 6 • LSG 30/1,Live Forecast: LSG 155,DC 65.05%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 7 • LSG 46/1,Live Forecast: LSG 173,LSG 55.29%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 8 • LSG 60/1,Live Forecast: LSG 188,LSG 71.29%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 9 • LSG 73/1,Live Forecast: LSG 199,LSG 80.54%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
