player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Khaleel Ahmed,bowler,57,57,,,,74,25.41,8.84,17.2
Mukesh Kumar,bowler,20,20,,,,24,28.91,10.43,16.6
Chetan Sakariya,bowler,19,19,,,,20,29.95,8.43,21.3
Axar Patel,bowler,150,148,,,,123,30.55,7.27,25.1
Kuldeep Yadav,bowler,84,82,,,,87,27.44,8.20,20.0
