over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 18 • CSK 141/3,CSK won by 7 wickets (with 14 balls remaining),CSK 100%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 1 • KKR 1/1,Phil Salt c Jadeja b Deshpande 0 (1b 0x4 0x6 1m) SR: 0;W;Live Forecast: KKR 167,CSK 54.99%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 2 • KKR 7/1,Live Forecast: KKR 165,CSK 57.21%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 3 • KKR 26/1,Live Forecast: KKR 177,KKR 56.2%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 4 • KKR 37/1,Live Forecast: KKR 186,KKR 65.79%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 5 • KKR 50/1,Live Forecast: KKR 197,KKR 75.89%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 6 • KKR 56/1,Live Forecast: KKR 199,KKR 77.48%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 7 • KKR 61/3,Angkrish Raghuvanshi lbw b Jadeja 24 (18b 3x4 1x6 30m) SR: 133.33;W;Sunil Narine c Theekshana b Jadeja 27 (20b 3x4 2x6 36m) SR: 135;W;Live Forecast: KKR 181,KKR 60.57%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 8 • KKR 63/3,Live Forecast: KKR 171,CSK 50.51%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 9 • KKR 66/4,Venkatesh Iyer c Mitchell b Jadeja 3 (8b 0x4 0x6 6m) SR: 37.5;W;Live Forecast: KKR 169,CSK 52.76%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 10 • KKR 70/4,Live Forecast: KKR 163,CSK 59.39%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 11 • KKR 77/4,Live Forecast: KKR 161,CSK 61.53%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 12 • KKR 85/5,Ramandeep Singh b Theekshana 13 (12b 0x4 1x6 3m) SR: 108.33;W;Live Forecast: KKR 167,CSK 54.99%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 13 • KKR 88/5,Live Forecast: KKR 160,CSK 62.59%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 14 • KKR 94/5,Live Forecast: KKR 155,CSK 67.66%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 15 • KKR 99/5,Live Forecast: KKR 150,CSK 72.34%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 16 • KKR 109/5,Live Forecast: KKR 149,CSK 73.22%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 17 • KKR 113/6,Rinku Singh b Deshpande 9 (14b 0x4 0x6 22m) SR: 64.28;W;Live Forecast: KKR 146,CSK 75.75%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
