over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 10 • SRH 167/0,SRH won by 10 wickets (with 62 balls remaining),SRH 100%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 1 • LSG 3/0,Live Forecast: LSG 168,SRH 59.41%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 2 • LSG 13/0,Live Forecast: LSG 170,SRH 57.29%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 3 • LSG 15/1,Quinton de Kock c Nitish Kumar Reddy b Kumar 2 (5b 0x4 0x6 11m) SR: 40;W;Live Forecast: LSG 161,SRH 66.48%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 4 • LSG 20/1,Live Forecast: LSG 161,SRH 66.48%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 5 • LSG 23/2,Marcus Stoinis c Sanvir Singh b Kumar 3 (5b 0x4 0x6 12m) SR: 60;W;Live Forecast: LSG 149,SRH 76.84%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 6 • LSG 27/2,Live Forecast: LSG 145,SRH 79.72%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 7 • LSG 30/2,Live Forecast: LSG 141,SRH 82.32%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 8 • LSG 45/2,Live Forecast: LSG 160,SRH 67.44%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 9 • LSG 49/2,Live Forecast: LSG 173,SRH 54.05%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 10 • LSG 57/3,KL Rahul c Natarajan b Cummins 29 (33b 1x4 1x6 48m) SR: 87.87;W;Live Forecast: LSG 173,SRH 54.05%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 11 • LSG 65/3,Live Forecast: LSG 172,SRH 55.14%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 12 • LSG 69/4,Krunal Pandya run out (Cummins) 24 (21b 0x4 2x6 29m) SR: 114.28;W;Live Forecast: LSG 155,SRH 71.97%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 13 • LSG 73/4,Live Forecast: LSG 143,SRH 81.05%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 14 • LSG 90/4,Live Forecast: LSG 158,SRH 69.3%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 15 • LSG 102/4,Live Forecast: LSG 160,SRH 67.44%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 16 • LSG 112/4,Live Forecast: LSG 159,SRH 68.38%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 17 • LSG 126/4,Live Forecast: LSG 162,SRH 65.51%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 18 • LSG 131/4,Live Forecast: LSG 153,SRH 73.66%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 19 • LSG 146/4,Live Forecast: LSG 158,SRH 69.3%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 20 • LSG 165/4,Live Forecast: LSG 165,SRH 62.52%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 1 • SRH 8/0,SRH needed 158 runs from 114 balls,SRH 66.35%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 2 • SRH 25/0,SRH needed 141 runs from 108 balls,SRH 77.7%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 3 • SRH 47/0,SRH needed 119 runs from 102 balls,SRH 90.01%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 4 • SRH 64/0,SRH needed 102 runs from 96 balls,SRH 94.66%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 5 • SRH 87/0,SRH needed 79 runs from 90 balls,SRH 98.39%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 6 • SRH 107/0,SRH needed 59 runs from 84 balls,SRH 99.39%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
