over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
10,SRH,167/0,N/A,N/A,16.70,N/A,SRH,100.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
1,LSG,3/0,168,N/A,3.00,N/A,SRH,59.41,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
2,LSG,13/0,170,N/A,6.50,N/A,SRH,57.29,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
3,LSG,15/1,161,N/A,5.00,N/A,SRH,66.48,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
4,LSG,20/1,161,N/A,5.00,N/A,SRH,66.48,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
5,LSG,23/2,149,N/A,4.60,N/A,SRH,76.84,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
6,LSG,27/2,145,N/A,4.50,N/A,SRH,79.72,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
7,LSG,30/2,141,N/A,4.29,N/A,SRH,82.32,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
8,LSG,45/2,160,N/A,5.62,N/A,SRH,67.44,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
9,LSG,49/2,173,N/A,5.44,N/A,SRH,54.05,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
10,LSG,57/3,173,N/A,5.70,N/A,SRH,54.05,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
11,LSG,65/3,172,N/A,5.91,N/A,SRH,55.14,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
12,LSG,69/4,155,N/A,5.75,N/A,SRH,71.97,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
13,LSG,73/4,143,N/A,5.62,N/A,SRH,81.05,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
14,LSG,90/4,158,N/A,6.43,N/A,SRH,69.3,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
15,LSG,102/4,160,N/A,6.80,N/A,SRH,67.44,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
16,LSG,112/4,159,N/A,7.00,N/A,SRH,68.38,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
17,LSG,126/4,162,N/A,7.41,N/A,SRH,65.51,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
18,LSG,131/4,153,N/A,7.28,N/A,SRH,73.66,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
19,LSG,146/4,158,N/A,7.68,N/A,SRH,69.3,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
20,LSG,165/4,165,N/A,8.25,N/A,SRH,62.52,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
1,SRH,8/0,N/A,158 from 114,8.00,8.32,SRH,66.35,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
2,SRH,25/0,N/A,141 from 108,12.50,7.83,SRH,77.7,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
3,SRH,47/0,N/A,119 from 102,15.67,7.00,SRH,90.01,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
4,SRH,64/0,N/A,102 from 96,16.00,6.38,SRH,94.66,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
5,SRH,87/0,N/A,79 from 90,17.40,5.27,SRH,98.39,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
6,SRH,107/0,N/A,59 from 84,17.83,4.21,SRH,99.39,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
7,SRH,126/0,N/A,40 from 78,18.00,3.08,SRH,99.83,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
8,SRH,143/0,N/A,23 from 72,17.88,1.92,SRH,99.94,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
9,SRH,157/0,N/A,9 from 66,17.44,0.82,SRH,99.98,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
