over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 7 • SRH 42/1,SRH needed 103 runs from 78 balls,SRH 74.52%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 8 • SRH 46/1,SRH needed 99 runs from 72 balls,SRH 72.94%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 9 • SRH 53/1,SRH needed 92 runs from 66 balls,SRH 74.64%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 10 • SRH 58/1,SRH needed 87 runs from 60 balls,SRH 73.17%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 11 • SRH 67/1,SRH needed 78 runs from 54 balls,SRH 83.54%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 12 • SRH 73/2,Mayank Agarawal c Aman Hakim Khan b AR Patel 49 (39b 7x4 0x6 56m) SR: 125.64;W;SRH needed 72 runs from 48 balls,SRH 71.78%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 13 • SRH 77/3,Rahul Tripathi c †Salt b Sharma 15 (21b 0x4 0x6 37m) SR: 71.42;W;SRH needed 68 runs from 42 balls,SRH 59.9%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 14 • SRH 85/4,Abhishek Sharma c & b Kuldeep Yadav 5 (5b 0x4 0x6 13m) SR: 100;W;SRH needed 60 runs from 36 balls,DC 50.05%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 15 • SRH 89/5,Aiden Markram b AR Patel 3 (5b 0x4 0x6 11m) SR: 60;W;SRH needed 56 runs from 30 balls,DC 76.49%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 16 • SRH 94/5,SRH needed 51 runs from 24 balls,DC 87.02%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 17 • SRH 107/5,SRH needed 38 runs from 18 balls,DC 77.21%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 18 • SRH 122/5,SRH needed 23 runs from 12 balls,SRH 51.22%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 19 • SRH 132/6,Heinrich Klaasen c Aman Hakim Khan b Nortje 31 (19b 3x4 1x6 25m) SR: 163.15;W;SRH needed 13 runs from 6 balls,SRH 58.39%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
