innings_num,batting_team,over_number,ball_number,total_score,total_wickets,boundaries,dot_balls,wickets,extras,favored_team,win_percentage,current_run_rate,required_run_rate,striker_batsman,toss_winner,toss_decision,batsman1_name,batsman1_runs,batsman1_balls_faced,batsman1_fours,batsman1_sixes,batsman2_name,batsman2_runs,batsman2_balls_faced,batsman2_fours,batsman2_sixes,bowler1_name,bowler1_overs_bowled,bowler1_maidens_bowled,bowler1_runs_conceded,bowler1_wickets_taken,bowler2_name,bowler2_overs_bowled,bowler2_maidens_bowled,bowler2_runs_conceded,bowler2_wickets_taken,venue,matches_played,average_runs_per_wicket,average_runs_per_over,batsman1_historical_average,batsman1_historical_strike_rate,batsman2_historical_average,batsman2_historical_strike_rate,bowler1_historical_average,bowler1_historical_economy,bowler1_historical_strike_rate,bowler2_historical_average,bowler2_historical_economy,bowler2_historical_strike_rate,runs_scored_over_rolling_avg,wickets_over_rolling_avg,powerplay,middle_overs,death_overs,projected_score,pressure_index,model_win_probability
1,RCB,3,6,37,0,0,0,0,0,RCB,55.55,9.25,0,Virat Kohli,CSK,field first,Virat Kohli,4,10,0,0,Phil Salt,31,14,5,1,Sam Curran,0.6,0,4,0,Khaleel Ahmed,2.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,34.36,175.53,32.98,9.66,20.4,24.8,8.81,16.8,10.67,0,1,0,0,185,0,0.64
1,RCB,4,1,38,0,0,0,0,0,RCB,53.38,9.12,0,Virat Kohli,CSK,field first,Virat Kohli,5,11,0,0,Phil Salt,31,14,5,1,Noor Ahmad,0.1,0,1,0,Sam Curran,1.0,0,4,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,34.36,175.53,24.17,7.87,18.4,32.98,9.66,20.4,10.67,0,1,0,0,182,0,0.65
1,RCB,4,2,39,0,0,0,0,0,RCB,53.35,9.36,0,Phil Salt,CSK,field first,Phil Salt,31,14,5,1,Virat Kohli,5,11,0,0,Noor Ahmad,0.1,0,2,0,Sam Curran,1.0,0,4,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,34.36,175.53,3.66,57.89,24.17,7.87,18.4,32.98,9.66,20.4,10.67,0,1,0,0,186,0,0.75
1,RCB,4,3,40,0,0,1,0,0,RCB,54.36,8.88,0,Virat Kohli,CSK,field first,Virat Kohli,5,12,0,0,Phil Salt,32,15,5,1,Noor Ahmad,0.3,0,3,0,Sam Curran,1.0,0,4,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,34.36,175.53,24.17,7.87,18.4,32.98,9.66,20.4,10.67,0,1,0,0,178,0,0.66
1,RCB,4,4,44,0,1,0,0,0,RCB,51.13,9.42,0,Virat Kohli,CSK,field first,Virat Kohli,9,13,1,0,Phil Salt,32,15,5,1,Noor Ahmad,0.4,0,7,0,Sam Curran,1.0,0,4,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,34.36,175.53,24.17,7.87,18.4,32.98,9.66,20.4,10.67,0,1,0,0,188,0,0.66
1,RCB,4,5,45,0,0,0,0,0,RCB,53.16,9.31,0,Virat Kohli,CSK,field first,Virat Kohli,10,14,1,0,Phil Salt,32,15,5,1,Noor Ahmad,0.5,0,8,0,Sam Curran,1.0,0,4,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,34.36,175.53,24.17,7.87,18.4,32.98,9.66,20.4,10.67,0,1,0,0,186,0,0.66
1,RCB,4,6,45,1,0,0,1,0,RCB,57.39,9.0,0,Virat Kohli,CSK,field first,Virat Kohli,10,14,1,0,Unknown,0,0,0,0,Noor Ahmad,0.6,0,8,1,Sam Curran,1.0,0,4,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,24.17,7.87,18.4,32.98,9.66,20.4,10.67,0,1,0,0,180,0,0.68
1,RCB,5,1,46,1,0,0,0,0,CSK,50.11,8.9,0,Virat Kohli,CSK,field first,Virat Kohli,11,15,1,0,Devdutt Padikkal,0,0,0,0,Sam Curran,1.1,0,5,0,Noor Ahmad,1.0,0,8,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,19.85,120.75,32.98,9.66,20.4,24.17,7.87,18.4,10.67,0,1,0,0,178,0,0.53
1,RCB,5,2,46,1,0,1,0,0,CSK,50.14,8.62,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,0,1,0,0,Virat Kohli,11,15,1,0,Sam Curran,1.2,0,5,0,Noor Ahmad,1.0,0,8,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,32.98,9.66,20.4,24.17,7.87,18.4,10.67,0,1,0,0,172,0,0.37
1,RCB,5,3,48,1,0,0,0,0,CSK,51.22,8.72,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,2,2,0,0,Virat Kohli,11,15,1,0,Sam Curran,1.3,0,7,0,Noor Ahmad,1.0,0,8,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,32.98,9.66,20.4,24.17,7.87,18.4,10.67,0,1,0,0,174,0,0.35
1,RCB,5,4,48,1,0,1,0,0,CSK,52.36,8.47,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,2,3,0,0,Virat Kohli,11,15,1,0,Sam Curran,1.4,0,7,0,Noor Ahmad,1.0,0,8,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,32.98,9.66,20.4,24.17,7.87,18.4,10.67,0,1,0,0,169,0,0.39
1,RCB,5,5,54,1,1,0,0,0,CSK,52.36,9.25,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,8,4,0,1,Virat Kohli,11,15,1,0,Sam Curran,1.5,0,13,0,Noor Ahmad,1.0,0,8,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,32.98,9.66,20.4,24.17,7.87,18.4,10.67,0,1,0,0,185,0,0.38
1,RCB,5,6,55,1,0,0,0,0,RCB,57.07,9.42,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,8,4,0,1,Virat Kohli,11,15,1,0,Sam Curran,1.5,0,14,0,Noor Ahmad,1.0,0,8,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,32.98,9.66,20.4,24.17,7.87,18.4,10.67,0,1,0,0,187,0,0.31
1,RCB,6,1,56,1,0,1,0,0,RCB,57.04,9.08,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,9,6,0,1,Virat Kohli,11,15,1,0,Ravindra Jadeja,0.1,0,0,0,Sam Curran,2.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,30.74,7.75,23.7,32.98,9.66,20.4,10.67,0,0,1,0,182,0,0.38
1,RCB,6,2,60,1,1,0,0,0,RCB,54.92,9.47,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,13,7,1,1,Virat Kohli,11,15,1,0,Ravindra Jadeja,0.2,0,4,0,Sam Curran,2.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,30.74,7.75,23.7,32.98,9.66,20.4,10.67,0,0,1,0,189,0,0.42
1,RCB,6,3,60,1,0,1,0,0,RCB,56.91,9.23,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,13,8,1,1,Virat Kohli,11,15,1,0,Ravindra Jadeja,0.3,0,4,0,Sam Curran,2.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,30.74,7.75,23.7,32.98,9.66,20.4,10.67,0,0,1,0,185,0,0.4
1,RCB,6,4,64,1,1,0,0,0,RCB,57.96,9.6,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,17,9,2,1,Virat Kohli,11,15,1,0,Ravindra Jadeja,0.4,0,8,0,Sam Curran,2.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,30.74,7.75,23.7,32.98,9.66,20.4,10.67,0,0,1,0,192,0,0.42
1,RCB,6,5,70,1,1,0,0,0,RCB,59.92,10.24,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,23,10,2,2,Virat Kohli,11,15,1,0,Ravindra Jadeja,0.5,0,14,0,Sam Curran,2.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,30.74,7.75,23.7,32.98,9.66,20.4,10.67,0,0,1,0,205,0,0.4
1,RCB,6,6,70,1,0,1,0,0,RCB,66.67,10.0,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,23,11,2,2,Virat Kohli,11,15,1,0,Ravindra Jadeja,0.6,0,14,0,Sam Curran,2.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,30.74,7.75,23.7,32.98,9.66,20.4,10.67,0,0,1,0,200,0,0.4
1,RCB,7,1,72,1,0,0,0,0,RCB,68.51,10.28,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,24,11,2,2,Virat Kohli,11,15,1,0,Ravichandran Ashwin,1.0,0,17,0,Ravindra Jadeja,1.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,28.74,7.15,24.0,30.74,7.75,23.7,10.67,0,0,1,0,204,0,0.35
1,RCB,7,2,73,1,0,1,0,0,RCB,68.45,9.95,0,Virat Kohli,CSK,field first,Virat Kohli,11,16,1,0,Devdutt Padikkal,25,12,2,2,Ravichandran Ashwin,1.2,0,18,0,Ravindra Jadeja,1.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,19.85,120.75,28.74,7.15,24.0,30.74,7.75,23.7,10.67,0,0,1,0,199,0,0.64
1,RCB,7,3,74,1,0,0,0,0,RCB,67.53,9.86,0,Virat Kohli,CSK,field first,Virat Kohli,12,17,1,0,Devdutt Padikkal,25,12,2,2,Ravichandran Ashwin,1.3,0,19,0,Ravindra Jadeja,1.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,19.85,120.75,28.74,7.15,24.0,30.74,7.75,23.7,10.67,0,0,1,0,197,0,0.62
1,RCB,7,4,76,1,0,0,0,0,RCB,65.6,9.91,0,Devdutt Padikkal,CSK,field first,Devdutt Padikkal,27,13,2,2,Virat Kohli,12,17,1,0,Ravichandran Ashwin,1.4,0,21,0,Ravindra Jadeja,1.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,19.85,120.75,3.66,57.89,28.74,7.15,24.0,30.74,7.75,23.7,10.67,0,0,1,0,198,0,0.34
1,RCB,7,5,76,2,0,0,1,0,RCB,66.5,9.7,0,Virat Kohli,CSK,field first,Virat Kohli,12,17,1,0,Unknown,0,0,0,0,Ravichandran Ashwin,1.5,0,21,1,Ravindra Jadeja,1.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,28.74,7.15,24.0,30.74,7.75,23.7,10.67,0,0,1,0,194,0,0.63
1,RCB,7,6,77,2,0,0,0,0,RCB,61.59,9.62,0,Rajat Patidar,CSK,field first,Rajat Patidar,1,1,0,0,Virat Kohli,12,17,1,0,Ravichandran Ashwin,1.6,0,22,1,Ravindra Jadeja,1.0,0,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,28.74,7.15,24.0,30.74,7.75,23.7,10.67,0,0,1,0,192,0,0.65
1,RCB,8,1,78,2,0,0,0,0,RCB,61.56,9.55,0,Rajat Patidar,CSK,field first,Rajat Patidar,2,2,0,0,Virat Kohli,12,17,1,0,Matheesha Pathirana,0.1,0,1,0,Ravichandran Ashwin,2.0,0,22,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,17.41,7.87,13.2,28.74,7.15,24.0,10.67,0,0,1,0,191,0,0.63
1,RCB,8,2,78,2,0,1,0,0,RCB,61.53,9.36,0,Virat Kohli,CSK,field first,Virat Kohli,12,18,1,0,Rajat Patidar,2,2,0,0,Matheesha Pathirana,0.2,0,1,0,Ravichandran Ashwin,2.0,0,22,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,17.41,7.87,13.2,28.74,7.15,24.0,10.67,0,0,1,0,187,0,0.62
1,RCB,8,3,79,2,0,0,0,0,RCB,59.48,9.29,0,Virat Kohli,CSK,field first,Virat Kohli,13,19,1,0,Rajat Patidar,2,2,0,0,Matheesha Pathirana,0.3,0,2,0,Ravichandran Ashwin,2.0,0,22,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,17.41,7.87,13.2,28.74,7.15,24.0,10.67,0,0,1,0,186,0,0.6
1,RCB,8,4,80,2,0,0,0,0,RCB,58.38,9.23,0,Rajat Patidar,CSK,field first,Rajat Patidar,3,3,0,0,Virat Kohli,13,19,1,0,Matheesha Pathirana,0.4,0,3,0,Ravichandran Ashwin,2.0,0,22,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,17.41,7.87,13.2,28.74,7.15,24.0,10.67,0,0,1,0,185,0,0.61
1,RCB,8,5,80,2,0,1,0,0,RCB,58.38,9.05,0,Virat Kohli,CSK,field first,Virat Kohli,13,20,1,0,Rajat Patidar,3,3,0,0,Matheesha Pathirana,0.5,0,3,0,Ravichandran Ashwin,2.0,0,22,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,17.41,7.87,13.2,28.74,7.15,24.0,10.67,0,0,1,0,181,0,0.61
1,RCB,8,6,83,2,0,0,0,0,RCB,58.31,9.22,0,Rajat Patidar,CSK,field first,Rajat Patidar,4,4,0,0,Virat Kohli,14,20,1,0,Matheesha Pathirana,0.6,0,6,0,Ravichandran Ashwin,2.0,0,22,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,17.41,7.87,13.2,28.74,7.15,24.0,10.67,0,0,1,0,184,0,0.61
1,RCB,9,1,84,2,0,0,0,0,RCB,59.32,9.16,0,Rajat Patidar,CSK,field first,Rajat Patidar,4,5,0,0,Virat Kohli,14,20,1,0,Noor Ahmad,1.1,0,9,1,Matheesha Pathirana,1.0,0,5,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,24.17,7.87,18.4,17.41,7.87,13.2,10.67,0,0,1,0,183,0,0.62
1,RCB,9,2,85,2,0,0,0,0,RCB,59.29,9.1,0,Virat Kohli,CSK,field first,Virat Kohli,15,21,1,0,Rajat Patidar,4,5,0,0,Noor Ahmad,1.2,0,10,1,Matheesha Pathirana,1.0,0,5,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,24.17,7.87,18.4,17.41,7.87,13.2,10.67,0,0,1,0,182,0,0.67
1,RCB,9,3,86,2,0,0,0,0,RCB,58.22,9.05,0,Rajat Patidar,CSK,field first,Rajat Patidar,5,6,0,0,Virat Kohli,15,21,1,0,Noor Ahmad,1.3,0,11,1,Matheesha Pathirana,1.0,0,5,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,24.17,7.87,18.4,17.41,7.87,13.2,10.67,0,0,1,0,181,0,0.6
1,RCB,9,4,87,2,0,0,0,0,RCB,58.19,9.0,0,Virat Kohli,CSK,field first,Virat Kohli,16,22,1,0,Rajat Patidar,5,6,0,0,Noor Ahmad,1.4,0,12,1,Matheesha Pathirana,1.0,0,5,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,24.17,7.87,18.4,17.41,7.87,13.2,10.67,0,0,1,0,180,0,0.66
1,RCB,9,5,87,2,0,1,0,0,RCB,57.11,8.84,0,Rajat Patidar,CSK,field first,Rajat Patidar,5,7,0,0,Virat Kohli,16,22,1,0,Noor Ahmad,1.5,0,12,1,Matheesha Pathirana,1.0,0,5,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,24.17,7.87,18.4,17.41,7.87,13.2,10.67,0,0,1,0,177,0,0.6
1,RCB,9,6,93,2,1,0,0,0,RCB,56.05,9.3,0,Rajat Patidar,CSK,field first,Rajat Patidar,11,8,0,1,Virat Kohli,16,22,1,0,Noor Ahmad,1.6,0,18,1,Matheesha Pathirana,1.0,0,5,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,24.17,7.87,18.4,17.41,7.87,13.2,10.67,0,0,1,0,186,0,0.59
1,RCB,10,1,93,2,0,1,0,0,RCB,60.04,9.14,0,Virat Kohli,CSK,field first,Virat Kohli,16,23,1,0,Rajat Patidar,11,8,0,1,Matheesha Pathirana,1.1,0,5,0,Noor Ahmad,2.0,0,18,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,17.41,7.87,13.2,24.17,7.87,18.4,10.67,0,0,1,0,183,0,0.69
1,RCB,10,2,99,2,1,0,0,0,RCB,62.07,9.58,0,Virat Kohli,CSK,field first,Virat Kohli,22,24,1,1,Rajat Patidar,11,8,0,1,Matheesha Pathirana,1.2,0,11,0,Noor Ahmad,2.0,0,18,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,17.41,7.87,13.2,24.17,7.87,18.4,10.67,0,0,1,0,192,0,0.65
1,RCB,10,3,103,2,1,0,0,0,RCB,65.8,9.8,0,Virat Kohli,CSK,field first,Virat Kohli,26,25,2,1,Rajat Patidar,11,8,0,1,Matheesha Pathirana,1.3,0,15,0,Noor Ahmad,2.0,0,18,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,17.41,7.87,13.2,24.17,7.87,18.4,10.67,0,0,1,0,196,0,0.65
1,RCB,10,4,104,2,0,0,0,0,RCB,71.14,9.75,0,Virat Kohli,CSK,field first,Virat Kohli,27,26,2,1,Rajat Patidar,11,8,0,1,Matheesha Pathirana,1.4,0,16,0,Noor Ahmad,2.0,0,18,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,17.41,7.87,13.2,24.17,7.87,18.4,10.67,0,0,1,0,195,0,0.66
1,RCB,10,5,108,2,1,0,0,0,RCB,72.8,9.96,0,Rajat Patidar,CSK,field first,Rajat Patidar,15,9,1,1,Virat Kohli,27,26,2,1,Matheesha Pathirana,1.5,0,20,0,Noor Ahmad,2.0,0,18,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,17.41,7.87,13.2,24.17,7.87,18.4,10.67,0,0,1,0,199,0,0.66
1,RCB,10,6,109,2,0,0,0,0,RCB,74.32,9.9,0,Rajat Patidar,CSK,field first,Rajat Patidar,16,10,1,1,Virat Kohli,27,26,2,1,Matheesha Pathirana,1.6,0,21,0,Noor Ahmad,2.0,0,18,1,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,17.41,7.87,13.2,24.17,7.87,18.4,10.67,0,0,1,0,198,0,0.65
1,RCB,11,1,110,2,0,0,0,0,RCB,75.08,9.85,0,Rajat Patidar,CSK,field first,Rajat Patidar,17,11,1,1,Virat Kohli,27,26,2,1,Ravindra Jadeja,1.1,0,16,0,Matheesha Pathirana,2.0,0,21,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,30.74,7.75,23.7,17.41,7.87,13.2,10.67,0,0,1,0,197,0,0.64
1,RCB,11,2,111,2,0,0,0,0,RCB,74.26,9.79,0,Virat Kohli,CSK,field first,Virat Kohli,28,27,2,1,Rajat Patidar,17,11,1,1,Ravindra Jadeja,1.2,0,17,0,Matheesha Pathirana,2.0,0,21,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,30.74,7.75,23.7,17.41,7.87,13.2,10.67,0,0,1,0,196,0,0.67
1,RCB,11,3,112,2,0,0,0,0,RCB,73.43,9.73,0,Rajat Patidar,CSK,field first,Rajat Patidar,18,12,1,1,Virat Kohli,28,27,2,1,Ravindra Jadeja,1.3,0,18,0,Matheesha Pathirana,2.0,0,21,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,30.74,7.75,23.7,17.41,7.87,13.2,10.67,0,0,1,0,195,0,0.62
1,RCB,11,4,113,2,0,0,0,0,RCB,72.58,9.68,0,Virat Kohli,CSK,field first,Virat Kohli,29,28,2,1,Rajat Patidar,18,12,1,1,Ravindra Jadeja,1.4,0,19,0,Matheesha Pathirana,2.0,0,21,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,3.66,57.89,0,0,30.74,7.75,23.7,17.41,7.87,13.2,10.67,0,0,1,0,194,0,0.66
1,RCB,11,5,114,2,0,1,0,0,RCB,71.71,9.63,0,Rajat Patidar,CSK,field first,Rajat Patidar,18,12,1,1,Virat Kohli,30,29,2,1,Ravindra Jadeja,1.5,0,20,0,Matheesha Pathirana,2.0,0,21,0,"MA Chidambaram Stadium, Chepauk, Chennai",115,24.91,7.83,0,0,3.66,57.89,30.74,7.75,23.7,17.41,7.87,13.2,10.67,0,0,1,0,193,0,0.62
