over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 19 • KKR 147/4,KKR won by 6 wickets (with 9 balls remaining),KKR 100%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 1 • CSK 9/0,Live Forecast: CSK 172,CSK 50.56%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 2 • CSK 17/0,Live Forecast: CSK 172,CSK 50.56%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 3 • CSK 25/0,Live Forecast: CSK 171,KKR 50.57%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 4 • CSK 37/1,Ruturaj Gaikwad c Arora b Varun 17 (13b 2x4 0x6 19m) SR: 130.76;W;Live Forecast: CSK 181,CSK 60.59%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 5 • CSK 48/1,Live Forecast: CSK 188,CSK 67.88%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 6 • CSK 52/1,Live Forecast: CSK 188,CSK 67.88%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 7 • CSK 57/1,Live Forecast: CSK 171,KKR 50.57%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 8 • CSK 61/2,Ajinkya Rahane c Roy b Varun 16 (11b 1x4 1x6 24m) SR: 145.45;W;Live Forecast: CSK 167,KKR 55.05%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 9 • CSK 65/2,Live Forecast: CSK 162,KKR 60.52%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 10 • CSK 68/3,Devon Conway c Singh b Thakur 30 (28b 3x4 0x6 51m) SR: 107.14;W;Live Forecast: CSK 159,KKR 63.67%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 11 • CSK 72/5,Ambati Rayudu b Narine 4 (7b 0x4 0x6 14m) SR: 57.14;W;Moeen Ali b Narine 1 (2b 0x4 0x6 5m) SR: 50;W;Live Forecast: CSK 154,KKR 68.65%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 12 • CSK 81/5,Live Forecast: CSK 156,KKR 66.71%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 13 • CSK 83/5,Live Forecast: CSK 149,KKR 73.21%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 14 • CSK 87/5,Live Forecast: CSK 146,KKR 75.73%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 15 • CSK 92/5,Live Forecast: CSK 143,KKR 78.08%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 16 • CSK 99/5,Live Forecast: CSK 140,KKR 80.25%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 17 • CSK 115/5,Live Forecast: CSK 147,KKR 74.91%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 18 • CSK 130/5,Live Forecast: CSK 153,KKR 69.6%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 19 • CSK 135/5,Live Forecast: CSK 147,KKR 74.91%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 20 • CSK 144/6,Ravindra Jadeja c Varun b Arora 20 (24b 0x4 1x6 43m) SR: 83.33;W;Live Forecast: CSK 144,KKR 77.32%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 1 • KKR 4/1,Rahmanullah Gurbaz c Deshpande b Chahar 1 (4b 0x4 0x6 8m) SR: 25;W;KKR needed 141 runs from 114 balls,KKR 70.58%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 2 • KKR 11/1,KKR needed 134 runs from 108 balls,KKR 72.52%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 3 • KKR 22/2,Venkatesh Iyer c Jadeja b Chahar 9 (4b 2x4 0x6 11m) SR: 225;W;KKR needed 123 runs from 102 balls,KKR 71.35%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 4 • KKR 26/2,KKR needed 119 runs from 96 balls,KKR 72.3%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 5 • KKR 38/3,Jason Roy c Pathirana b Chahar 12 (15b 1x4 0x6 30m) SR: 80;W;KKR needed 107 runs from 90 balls,KKR 73.77%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 6 • KKR 46/3,KKR needed 99 runs from 84 balls,KKR 73.07%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
