over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 17 • LSG 101/10,Mohsin Khan b Madhwal 0 (7b 0x4 0x6 8m) SR: 0;W;MI won by 81 runs,MI 100%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 1 • MI 5/0,Live Forecast: MI 169,LSG 53.56%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 2 • MI 13/0,Live Forecast: MI 168,LSG 54.67%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 3 • MI 29/0,Live Forecast: MI 177,MI 55.39%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 4 • MI 38/1,Rohit Sharma c Badoni b Naveen-ul-Haq 11 (10b 1x4 1x6 11m) SR: 110;W;Live Forecast: MI 183,MI 61.95%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 5 • MI 46/2,Ishan Kishan c †Pooran b Yash Thakur 15 (12b 3x4 0x6 18m) SR: 125;W;Live Forecast: MI 185,MI 64.06%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 6 • MI 62/2,Live Forecast: MI 201,MI 78.65%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 7 • MI 70/2,Live Forecast: MI 202,MI 79.4%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 8 • MI 75/2,Live Forecast: MI 200,MI 77.88%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 9 • MI 89/2,Live Forecast: MI 195,MI 73.72%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 10 • MI 98/2,Live Forecast: MI 199,MI 77.08%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 11 • MI 105/4,Suryakumar Yadav c Gowtham b Naveen-ul-Haq 33 (20b 2x4 2x6 29m) SR: 165;W;Cameron Green b Naveen-ul-Haq 41 (23b 6x4 1x6 38m) SR: 178.26;W;Live Forecast: MI 199,MI 77.08%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 12 • MI 116/4,Live Forecast: MI 201,MI 78.65%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 13 • MI 121/4,Live Forecast: MI 190,MI 69.09%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 14 • MI 126/4,Live Forecast: MI 183,MI 61.95%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 15 • MI 131/4,Live Forecast: MI 177,MI 55.39%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 16 • MI 141/4,Live Forecast: MI 180,MI 58.71%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 17 • MI 149/5,Tim David c Hooda b Yash Thakur 13 (13b 1x4 0x6 29m) SR: 100;W;Live Forecast: MI 178,MI 56.5%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 18 • MI 162/6,Tilak Varma c Hooda b Naveen-ul-Haq 26 (22b 0x4 2x6 43m) SR: 118.18;W;Live Forecast: MI 182,MI 60.88%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 19 • MI 168/7,Chris Jordan c Hooda b Mohsin Khan 4 (7b 0x4 0x6 7m) SR: 57.14;W;Live Forecast: MI 179,MI 57.61%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 20 • MI 182/8,Nehal Wadhera c Ravi Bishnoi b Yash Thakur 23 (12b 2x4 2x6 23m) SR: 191.66;W;Live Forecast: MI 182,MI 60.88%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 1 • LSG 10/0,LSG needed 173 runs from 114 balls,MI 57.51%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 2 • LSG 12/1,Prerak Mankad c Shokeen b Madhwal 3 (6b 0x4 0x6 9m) SR: 50;W;LSG needed 171 runs from 108 balls,MI 70.03%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 3 • LSG 21/1,LSG needed 162 runs from 102 balls,MI 69.28%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 4 • LSG 28/2,Kyle Mayers c Green b Jordan 18 (13b 3x4 0x6 18m) SR: 138.46;W;LSG needed 155 runs from 96 balls,MI 76.1%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 5 • LSG 36/2,LSG needed 147 runs from 90 balls,MI 73.87%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 6 • LSG 54/2,LSG needed 129 runs from 84 balls,LSG 51.99%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 7 • LSG 65/2,LSG needed 118 runs from 78 balls,LSG 61.93%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 8 • LSG 68/2,LSG needed 115 runs from 72 balls,LSG 59.08%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 9 • LSG 74/3,Krunal Pandya c David b Chawla 8 (11b 1x4 0x6 35m) SR: 72.72;W;LSG needed 109 runs from 66 balls,MI 69.2%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 10 • LSG 75/5,Ayush Badoni b Madhwal 1 (7b 0x4 0x6 6m) SR: 14.28;W;Nicholas Pooran c †Ishan Kishan b Madhwal 0 (1b 0x4 0x6 1m) SR: 0;W;LSG needed 108 runs from 60 balls,MI 94.63%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 11 • LSG 86/5,LSG needed 97 runs from 54 balls,MI 92.8%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 12 • LSG 90/6,Marcus Stoinis run out (David/†Ishan Kishan) 40 (27b 5x4 1x6 45m) SR: 148.14;W;LSG needed 93 runs from 48 balls,MI 97.22%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 13 • LSG 94/7,Krishnappa Gowtham run out (Sharma) 2 (3b 0x4 0x6 3m) SR: 66.66;W;LSG needed 89 runs from 42 balls,MI 99.15%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 14 • LSG 98/7,LSG needed 85 runs from 36 balls,MI 99.45%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 15 • LSG 100/9,Ravi Bishnoi c Jordan b Madhwal 3 (6b 0x4 0x6 8m) SR: 50;W;Deepak Hooda run out (Green/Madhwal/Sharma) 15 (13b 0x4 1x6 26m) SR: 115.38;W;LSG needed 83 runs from 30 balls,MI 99.91%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 16 • LSG 100/9,LSG needed 83 runs from 24 balls,MI 99.98%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
