over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • MI 196/6,Ishan Kishan b Naveen-ul-Haq 14 (15b 1x4 0x6 50m) SR: 93.33;W;LSG won by 18 runs,LSG 100%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 1 • LSG 4/1,Devdutt Padikkal lbw b Thushara 0 (1b 0x4 0x6 4m) SR: 0;W;Live Forecast: LSG 174,MI 52.96%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 2 • LSG 7/1,Live Forecast: LSG 167,MI 60.47%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 3 • LSG 14/1,Live Forecast: LSG 164,MI 63.54%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 4 • LSG 28/1,Live Forecast: LSG 181,LSG 54.76%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 5 • LSG 35/1,Live Forecast: LSG 182,LSG 55.86%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 6 • LSG 49/2,Marcus Stoinis lbw b Chawla 28 (22b 5x4 0x6 32m) SR: 127.27;W;Live Forecast: LSG 195,LSG 69.33%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 7 • LSG 56/2,Live Forecast: LSG 198,LSG 72.11%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 8 • LSG 62/2,Live Forecast: LSG 191,LSG 65.39%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 9 • LSG 68/2,Live Forecast: LSG 177,LSG 50.35%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 10 • LSG 69/3,Deepak Hooda c Wadhera b Chawla 11 (9b 1x4 0x6 12m) SR: 122.22;W;Live Forecast: LSG 164,MI 63.54%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 11 • LSG 81/3,Live Forecast: LSG 172,MI 55.14%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 12 • LSG 93/3,Live Forecast: LSG 180,LSG 53.66%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 13 • LSG 115/3,Live Forecast: LSG 213,LSG 83.51%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 14 • LSG 130/3,Live Forecast: LSG 212,LSG 82.88%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 15 • LSG 159/3,Live Forecast: LSG 229,LSG 91.17%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 16 • LSG 170/3,Live Forecast: LSG 226,LSG 90.04%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 17 • LSG 178/5,Nicholas Pooran c Yadav b Thushara 75 (29b 5x4 8x6 44m) SR: 258.62;W;Arshad Khan c Wadhera b Thushara 0 (1b 0x4 0x6 1m) SR: 0;W;Live Forecast: LSG 215,LSG 84.7%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 18 • LSG 186/6,KL Rahul c Thushara b Chawla 55 (41b 3x4 3x6 99m) SR: 134.14;W;Live Forecast: LSG 208,LSG 80.19%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 19 • LSG 195/6,Live Forecast: LSG 207,LSG 79.47%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 20 • LSG 214/6,Live Forecast: LSG 214,LSG 84.11%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 1 • MI 8/0,MI needed 207 runs from 114 balls,LSG 85.36%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 2 • MI 22/0,MI needed 193 runs from 108 balls,LSG 81.12%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 3 • MI 25/0,MI needed 190 runs from 102 balls,LSG 84.99%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 4 • MI 33/0,MI needed 182 runs from 96 balls,LSG 85.28%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 5 • MI 42/0,MI needed 173 runs from 90 balls,LSG 86.02%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 6 • MI 53/0,MI needed 162 runs from 84 balls,LSG 82.21%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 7 • MI 67/0,MI needed 148 runs from 78 balls,LSG 63.52%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 8 • MI 78/0,MI needed 137 runs from 72 balls,LSG 58.15%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 9 • MI 88/1,Dewald Brevis c Pandya b Naveen-ul-Haq 23 (20b 1x4 2x6 41m) SR: 115;W;MI needed 127 runs from 66 balls,LSG 53.31%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 10 • MI 92/2,Suryakumar Yadav c Ravi Bishnoi b Pandya 0 (3b 0x4 0x6 3m) SR: 0;W;MI needed 123 runs from 60 balls,LSG 85.58%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 11 • MI 98/3,Rohit Sharma c Mohsin Khan b Ravi Bishnoi 68 (38b 10x4 3x6 52m) SR: 178.94;W;MI needed 117 runs from 54 balls,LSG 94.49%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 12 • MI 101/3,MI needed 114 runs from 48 balls,LSG 97.43%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 13 • MI 115/3,MI needed 100 runs from 42 balls,LSG 95.74%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 14 • MI 119/4,Hardik Pandya c Naveen-ul-Haq b Mohsin Khan 16 (13b 1x4 1x6 10m) SR: 123.07;W;MI needed 96 runs from 36 balls,LSG 98.72%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 15 • MI 125/5,Nehal Wadhera c Pandya b Ravi Bishnoi 1 (3b 0x4 0x6 3m) SR: 33.33;W;MI needed 90 runs from 30 balls,LSG 99.5%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 16 • MI 135/5,MI needed 80 runs from 24 balls,LSG 99.69%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 17 • MI 149/5,MI needed 66 runs from 18 balls,LSG 99.66%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 18 • MI 163/5,MI needed 52 runs from 12 balls,LSG 99.55%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 19 • MI 181/5,MI needed 34 runs from 6 balls,LSG 98.9%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
