over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • CSK 170/6,Shivam Dube c Buttler b Yadav 52 (33b 2x4 4x6 52m) SR: 157.57;W;RR won by 32 runs,RR 100%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 1 • RR 14/0,Live Forecast: RR 182,RR 66.69%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 2 • RR 24/0,Live Forecast: RR 183,RR 67.71%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 3 • RR 42/0,Live Forecast: RR 195,RR 78.46%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 4 • RR 45/0,Live Forecast: RR 187,RR 71.6%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 5 • RR 54/0,Live Forecast: RR 186,RR 70.66%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 6 • RR 64/0,Live Forecast: RR 189,RR 73.44%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 7 • RR 75/0,Live Forecast: RR 195,RR 78.46%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 8 • RR 85/0,Live Forecast: RR 206,RR 85.78%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 9 • RR 90/1,Jos Buttler c Dube b Jadeja 27 (21b 4x4 0x6 40m) SR: 128.57;W;Live Forecast: RR 201,RR 82.75%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 10 • RR 100/1,Live Forecast: RR 200,RR 82.09%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 11 • RR 104/1,Live Forecast: RR 187,RR 71.6%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 12 • RR 113/1,Live Forecast: RR 191,RR 75.19%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 13 • RR 125/1,Live Forecast: RR 196,RR 79.23%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 14 • RR 132/3,Sanju Samson c Gaikwad b Deshpande 17 (17b 1x4 0x6 21m) SR: 100;W;Yashasvi Jaiswal c Rahane b Deshpande 77 (43b 8x4 4x6 67m) SR: 179.06;W;Live Forecast: RR 197,RR 79.97%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 15 • RR 139/3,Live Forecast: RR 191,RR 75.19%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 16 • RR 146/3,Live Forecast: RR 185,RR 69.69%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 17 • RR 153/4,Shimron Hetmyer b Theekshana 8 (10b 0x4 0x6 16m) SR: 80;W;Live Forecast: RR 183,RR 67.71%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 18 • RR 166/4,Live Forecast: RR 188,RR 72.53%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 19 • RR 182/4,Live Forecast: RR 193,RR 76.87%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 20 • RR 202/5,Dhruv Jurel run out (†Dhoni) 34 (15b 3x4 2x6 32m) SR: 226.66;W;Live Forecast: RR 202,RR 83.4%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 1 • CSK 7/0,CSK needed 196 runs from 114 balls,RR 83.81%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 2 • CSK 12/0,CSK needed 191 runs from 108 balls,RR 85.44%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 3 • CSK 13/0,CSK needed 190 runs from 102 balls,RR 90.44%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 4 • CSK 25/0,CSK needed 178 runs from 96 balls,RR 89.52%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 5 • CSK 35/0,CSK needed 168 runs from 90 balls,RR 86.72%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 6 • CSK 42/1,Devon Conway c Sandeep Sharma b Zampa 8 (16b 1x4 0x6 28m) SR: 50;W;CSK needed 161 runs from 84 balls,RR 86.67%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 7 • CSK 50/1,CSK needed 153 runs from 78 balls,RR 84.5%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 8 • CSK 59/1,CSK needed 144 runs from 72 balls,RR 87.02%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 9 • CSK 68/1,CSK needed 135 runs from 66 balls,RR 86.41%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 10 • CSK 72/2,Ruturaj Gaikwad c Padikkal b Zampa 47 (29b 5x4 1x6 45m) SR: 162.06;W;CSK needed 131 runs from 60 balls,RR 94.65%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 11 • CSK 73/4,Ajinkya Rahane c Buttler b Ashwin 15 (13b 0x4 0x6 23m) SR: 115.38;W;Ambati Rayudu c Holder b Ashwin 0 (2b 0x4 0x6 4m) SR: 0;W;CSK needed 130 runs from 54 balls,RR 98.96%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 12 • CSK 85/4,CSK needed 118 runs from 48 balls,RR 98.91%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 13 • CSK 98/4,CSK needed 105 runs from 42 balls,RR 98.55%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 14 • CSK 113/4,CSK needed 90 runs from 36 balls,RR 95.7%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 15 • CSK 125/5,Moeen Ali c †Samson b Zampa 23 (12b 2x4 2x6 21m) SR: 191.66;W;CSK needed 78 runs from 30 balls,RR 97.71%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 16 • CSK 129/5,CSK needed 74 runs from 24 balls,RR 99.29%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 17 • CSK 145/5,CSK needed 58 runs from 18 balls,RR 99.01%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 18 • CSK 157/5,CSK needed 46 runs from 12 balls,RR 99.21%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 19 • CSK 166/5,CSK needed 37 runs from 6 balls,RR 99.62%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
