over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 19 • DC 170/4,DC won by 6 wickets (with 11 balls remaining),DC 100%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 1 • LSG 10/0,Live Forecast: LSG 173,DC 52.65%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 2 • LSG 17/0,Live Forecast: LSG 172,DC 53.75%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 3 • LSG 28/1,Quinton de Kock lbw b Ahmed 19 (13b 4x4 0x6 15m) SR: 146.15;W;Live Forecast: LSG 175,DC 50.43%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 4 • LSG 40/1,Live Forecast: LSG 185,LSG 60.58%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 5 • LSG 47/2,Devdutt Padikkal lbw b Ahmed 3 (6b 0x4 0x6 12m) SR: 50;W;Live Forecast: LSG 184,LSG 59.51%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 6 • LSG 57/2,Live Forecast: LSG 188,LSG 63.75%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 7 • LSG 64/2,Live Forecast: LSG 183,LSG 58.42%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 8 • LSG 67/4,Marcus Stoinis c Sharma b Kuldeep Yadav 8 (10b 1x4 0x6 14m) SR: 80;W;Nicholas Pooran b Kuldeep Yadav 0 (1b 0x4 0x6 1m) SR: 0;W;Live Forecast: LSG 171,DC 54.86%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 9 • LSG 76/4,Live Forecast: LSG 173,DC 52.65%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 10 • LSG 80/5,KL Rahul c †Pant b Kuldeep Yadav 39 (22b 5x4 1x6 56m) SR: 177.27;W;Live Forecast: LSG 164,DC 62.34%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 11 • LSG 84/5,Live Forecast: LSG 162,DC 64.38%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 12 • LSG 90/6,Deepak Hooda c Warner b Sharma 10 (13b 0x4 0x6 18m) SR: 76.92;W;Live Forecast: LSG 148,DC 76.88%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 13 • LSG 94/7,Krunal Pandya c †Pant b Mukesh Kumar 3 (4b 0x4 0x6 7m) SR: 75;W;Live Forecast: LSG 129,DC 88.25%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 14 • LSG 100/7,Live Forecast: LSG 134,DC 85.85%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
