over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • LSG 171/7,GT won by 56 runs,GT 100%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 1 • GT 12/0,Live Forecast: GT 166,GT 50.69%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 2 • GT 23/0,Live Forecast: GT 169,GT 54.1%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 3 • GT 31/0,Live Forecast: GT 171,GT 56.35%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 4 • GT 53/0,Live Forecast: GT 194,GT 78.51%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 5 • GT 63/0,Live Forecast: GT 203,GT 84.53%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 6 • GT 78/0,Live Forecast: GT 217,GT 91.06%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 7 • GT 82/0,Live Forecast: GT 207,GT 86.72%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 8 • GT 98/0,Live Forecast: GT 212,GT 89.08%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 9 • GT 115/0,Live Forecast: GT 236,GT 95.93%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 10 • GT 121/0,Live Forecast: GT 238,GT 96.26%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 11 • GT 128/0,Live Forecast: GT 225,GT 93.55%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 12 • GT 142/0,Live Forecast: GT 224,GT 93.28%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 13 • GT 145/1,Wriddhiman Saha c sub (PN Mankad) b Avesh Khan 81 (43b 10x4 4x6 59m) SR: 188.37;W;Live Forecast: GT 215,GT 90.31%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 14 • GT 156/1,Live Forecast: GT 221,GT 92.4%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 15 • GT 176/1,Live Forecast: GT 239,GT 96.42%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 16 • GT 184/2,Hardik Pandya c Pandya b Mohsin Khan 25 (15b 1x4 2x6 20m) SR: 166.66;W;Live Forecast: GT 233,GT 95.38%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 17 • GT 194/2,Live Forecast: GT 228,GT 94.31%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 18 • GT 202/2,Live Forecast: GT 225,GT 93.55%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 19 • GT 213/2,Live Forecast: GT 225,GT 93.55%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 20 • GT 227/2,Live Forecast: GT 227,GT 94.07%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 1 • LSG 4/0,LSG needed 224 runs from 114 balls,GT 94.9%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 2 • LSG 16/0,LSG needed 212 runs from 108 balls,GT 94.13%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
