over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • GT 198/4,GT won by 6 wickets (with 5 balls remaining),GT 100%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 1 • RCB 6/0,Live Forecast: RCB 168,GT 51.52%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 2 • RCB 10/0,Live Forecast: RCB 162,GT 58.23%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 3 • RCB 26/0,Live Forecast: RCB 173,RCB 54.14%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 4 • RCB 43/0,Live Forecast: RCB 191,RCB 72.79%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 5 • RCB 53/0,Live Forecast: RCB 199,RCB 79.36%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 6 • RCB 62/0,Live Forecast: RCB 205,RCB 83.46%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 7 • RCB 67/0,Live Forecast: RCB 186,RCB 68.07%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 8 • RCB 79/1,Faf du Plessis c Tewatia b Noor Ahmad 28 (19b 5x4 0x6 35m) SR: 147.36;W;Live Forecast: RCB 189,RCB 70.96%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 9 • RCB 82/2,Glenn Maxwell b Rashid Khan 11 (5b 1x4 1x6 7m) SR: 220;W;Live Forecast: RCB 179,RCB 60.8%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 10 • RCB 93/3,Mahipal Lomror st †Saha b Noor Ahmad 1 (3b 0x4 0x6 5m) SR: 33.33;W;Live Forecast: RCB 188,RCB 70.01%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 11 • RCB 104/3,Live Forecast: RCB 192,RCB 73.68%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 12 • RCB 112/3,Live Forecast: RCB 198,RCB 78.61%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 13 • RCB 127/3,Live Forecast: RCB 207,RCB 84.66%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 14 • RCB 132/4,Michael Bracewell c & b Mohammed Shami 26 (16b 5x4 0x6 26m) SR: 162.5;W;Live Forecast: RCB 200,RCB 80.09%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
