player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Lizaad Williams,bowler,2,2,,,,1,72.00,12.00,36.0
Khaleel Ahmed,bowler,57,57,,,,74,25.41,8.84,17.2
Rasikh Salam,bowler,11,11,,,,9,37.66,10.43,21.6
Axar Patel,bowler,150,148,,,,123,30.55,7.27,25.1
Kuldeep Yadav,bowler,84,82,,,,87,27.44,8.20,20.0
