player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Washington Sundar,bowler,60,58,,,,37,35.81,7.54,28.4
Bhuvneshwar Kumar,bowler,176,176,,,,181,27.23,7.56,21.6
Pat Cummins,bowler,58,58,,,,63,30.52,8.74,20.9
T Natarajan,bowler,61,61,,,,67,29.38,8.83,19.9
Mayank Markande,bowler,37,37,,,,37,28.89,8.90,19.4
Shahbaz Ahmed,bowler,55,42,,,,21,39.85,9.35,25.5
Nitish Kumar Reddy,bowler,15,9,,,,3,69.00,11.39,36.3
