over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • GT 220/8,DC won by 4 runs,DC 100%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 1 • DC 10/0,Live Forecast: DC 173,DC 52.23%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 2 • DC 22/0,Live Forecast: DC 177,DC 56.66%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 3 • DC 34/0,Live Forecast: DC 180,DC 59.92%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 4 • DC 36/2,Jake Fraser-McGurk c Noor Ahmad b Sandeep Warrier 23 (14b 2x4 2x6 16m) SR: 164.28;W;Prithvi Shaw c Noor Ahmad b Sandeep Warrier 11 (7b 2x4 0x6 21m) SR: 157.14;W;Live Forecast: DC 169,GT 52.24%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 5 • DC 43/2,Live Forecast: DC 169,GT 52.24%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 6 • DC 44/3,Shai Hope c Rashid Khan b Sandeep Warrier 5 (6b 1x4 0x6 9m) SR: 83.33;W;Live Forecast: DC 160,GT 62.06%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 7 • DC 49/3,Live Forecast: DC 156,GT 66.16%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 8 • DC 59/3,Live Forecast: DC 162,GT 59.93%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 9 • DC 68/3,Live Forecast: DC 172,DC 51.11%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 10 • DC 80/3,Live Forecast: DC 189,DC 69.06%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 11 • DC 93/3,Live Forecast: DC 199,DC 77.66%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 12 • DC 105/3,Live Forecast: DC 198,DC 76.88%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 13 • DC 111/3,Live Forecast: DC 192,DC 71.83%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 14 • DC 120/3,Live Forecast: DC 182,DC 62.04%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 15 • DC 127/3,Live Forecast: DC 179,DC 58.84%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 16 • DC 143/3,Live Forecast: DC 189,DC 69.06%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 17 • DC 157/4,Axar Patel c Sai Kishore b Noor Ahmad 66 (43b 5x4 4x6 59m) SR: 153.48;W;Live Forecast: DC 193,DC 72.72%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 18 • DC 171/4,Live Forecast: DC 195,DC 74.44%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 19 • DC 193/4,Live Forecast: DC 206,DC 82.55%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 20 • DC 224/4,Live Forecast: DC 224,DC 91.2%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 1 • GT 9/0,GT needed 216 runs from 114 balls,DC 90.9%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 2 • GT 24/1,Shubman Gill c Patel b Nortje 6 (5b 1x4 0x6 7m) SR: 120;W;GT needed 201 runs from 108 balls,DC 91.95%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 3 • GT 41/1,GT needed 184 runs from 102 balls,DC 88.09%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 4 • GT 50/1,GT needed 175 runs from 96 balls,DC 85.49%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 5 • GT 60/1,GT needed 165 runs from 90 balls,DC 83.26%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 6 • GT 67/1,GT needed 158 runs from 84 balls,DC 88.51%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 7 • GT 71/1,GT needed 154 runs from 78 balls,DC 91.21%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 8 • GT 79/1,GT needed 146 runs from 72 balls,DC 91.44%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 9 • GT 92/1,GT needed 133 runs from 66 balls,DC 88.01%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 10 • GT 98/2,Wriddhiman Saha c Patel b Kuldeep Yadav 39 (25b 5x4 1x6 43m) SR: 156;W;GT needed 127 runs from 60 balls,DC 91.8%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 11 • GT 109/3,Azmatullah Omarzai c Fraser-McGurk b Patel 1 (2b 0x4 0x6 3m) SR: 50;W;GT needed 116 runs from 54 balls,DC 92.41%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 12 • GT 119/3,GT needed 106 runs from 48 balls,DC 91.22%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 13 • GT 127/4,Sai Sudharsan c Patel b Rasikh Salam 65 (39b 7x4 2x6 47m) SR: 166.66;W;GT needed 98 runs from 42 balls,DC 96.31%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 14 • GT 139/4,GT needed 86 runs from 36 balls,DC 92.97%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 15 • GT 147/5,M Shahrukh Khan c †Pant b Rasikh Salam 8 (5b 0x4 1x6 8m) SR: 160;W;GT needed 78 runs from 30 balls,DC 97.13%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 16 • GT 152/6,Rahul Tewatia c †Pant b Kuldeep Yadav 4 (5b 0x4 0x6 8m) SR: 80;W;GT needed 73 runs from 24 balls,DC 99.51%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 17 • GT 176/6,GT needed 49 runs from 18 balls,DC 96.58%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
