over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • KKR 175/7,LSG won by 1 run,LSG 100%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 1 • LSG 1/0,Live Forecast: LSG 163,KKR 54.06%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 2 • LSG 7/0,Live Forecast: LSG 159,KKR 58.53%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 3 • LSG 15/1,Karan Sharma c Thakur b Harshit Rana 3 (5b 0x4 0x6 15m) SR: 60;W;Live Forecast: LSG 159,KKR 58.53%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 4 • LSG 27/1,Live Forecast: LSG 165,KKR 51.79%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 5 • LSG 39/1,Live Forecast: LSG 179,LSG 63.74%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 6 • LSG 54/1,Live Forecast: LSG 193,LSG 76.78%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 7 • LSG 55/3,Prerak Mankad c Harshit Rana b Arora 26 (20b 5x4 0x6 22m) SR: 130;W;Marcus Stoinis c Iyer b Arora 0 (2b 0x4 0x6 5m) SR: 0;W;Live Forecast: LSG 180,LSG 64.78%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 8 • LSG 58/3,Live Forecast: LSG 165,KKR 51.79%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 9 • LSG 69/3,Live Forecast: LSG 162,KKR 55.18%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 10 • LSG 73/4,Krunal Pandya c Singh b Narine 9 (8b 0x4 1x6 13m) SR: 112.5;W;Live Forecast: LSG 161,KKR 56.31%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 11 • LSG 88/5,Quinton de Kock c Russell b Varun 28 (27b 0x4 2x6 55m) SR: 103.7;W;Live Forecast: LSG 178,LSG 62.69%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 12 • LSG 91/5,Live Forecast: LSG 167,LSG 50.48%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 13 • LSG 100/5,Live Forecast: LSG 170,LSG 53.88%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 14 • LSG 107/5,Live Forecast: LSG 166,KKR 50.65%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 15 • LSG 119/5,Live Forecast: LSG 171,LSG 55.01%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 16 • LSG 122/5,Live Forecast: LSG 166,KKR 50.65%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 17 • LSG 133/5,Live Forecast: LSG 165,KKR 51.79%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 18 • LSG 147/6,Ayush Badoni c Thakur b Narine 25 (21b 2x4 1x6 42m) SR: 119.04;W;Live Forecast: LSG 170,LSG 53.88%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 19 • LSG 163/8,Nicholas Pooran c Iyer b Thakur 58 (30b 4x4 5x6 42m) SR: 193.33;W;Ravi Bishnoi b Thakur 2 (2b 0x4 0x6 3m) SR: 100;W;Live Forecast: LSG 174,LSG 58.35%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 20 • LSG 176/8,Live Forecast: LSG 176,LSG 60.54%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 1 • KKR 15/0,KKR needed 162 runs from 114 balls,KKR 50.02%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 2 • KKR 30/0,KKR needed 147 runs from 108 balls,KKR 62.71%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 3 • KKR 36/0,KKR needed 141 runs from 102 balls,KKR 61.61%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 4 • KKR 45/0,KKR needed 132 runs from 96 balls,KKR 64.62%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 5 • KKR 59/0,KKR needed 118 runs from 90 balls,KKR 75.1%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 6 • KKR 61/1,Venkatesh Iyer c Ravi Bishnoi b Gowtham 24 (15b 3x4 1x6 25m) SR: 160;W;KKR needed 116 runs from 84 balls,KKR 62.42%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 7 • KKR 69/1,KKR needed 108 runs from 78 balls,KKR 66.39%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 8 • KKR 78/1,KKR needed 99 runs from 72 balls,KKR 68.32%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 9 • KKR 79/2,Nitish Rana c Pandya b Ravi Bishnoi 8 (10b 1x4 0x6 13m) SR: 80;W;KKR needed 98 runs from 66 balls,KKR 53.2%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 10 • KKR 82/3,Jason Roy b Pandya 45 (28b 7x4 1x6 44m) SR: 160.71;W;KKR needed 95 runs from 60 balls,LSG 63.05%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 11 • KKR 88/3,KKR needed 89 runs from 54 balls,LSG 68.34%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 12 • KKR 94/3,KKR needed 83 runs from 48 balls,LSG 74.77%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 13 • KKR 103/3,KKR needed 74 runs from 42 balls,LSG 69.88%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
