over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,KKR,175/7,N/A,N/A,8.75,N/A,LSG,100.0,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
1,LSG,1/0,163,N/A,1.00,N/A,KKR,54.06,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
2,LSG,7/0,159,N/A,3.50,N/A,KKR,58.53,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
3,LSG,15/1,159,N/A,5.00,N/A,KKR,58.53,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
4,LSG,27/1,165,N/A,6.75,N/A,KKR,51.79,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
5,LSG,39/1,179,N/A,7.80,N/A,LSG,63.74,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
6,LSG,54/1,193,N/A,9.00,N/A,LSG,76.78,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
7,LSG,55/3,180,N/A,7.86,N/A,LSG,64.78,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
8,LSG,58/3,165,N/A,7.25,N/A,KKR,51.79,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
9,LSG,69/3,162,N/A,7.67,N/A,KKR,55.18,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
10,LSG,73/4,161,N/A,7.30,N/A,KKR,56.31,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
11,LSG,88/5,178,N/A,8.00,N/A,LSG,62.69,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
12,LSG,91/5,167,N/A,7.58,N/A,LSG,50.48,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
13,LSG,100/5,170,N/A,7.69,N/A,LSG,53.88,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
14,LSG,107/5,166,N/A,7.64,N/A,KKR,50.65,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
15,LSG,119/5,171,N/A,7.93,N/A,LSG,55.01,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
16,LSG,122/5,166,N/A,7.62,N/A,KKR,50.65,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
17,LSG,133/5,165,N/A,7.82,N/A,KKR,51.79,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
18,LSG,147/6,170,N/A,8.17,N/A,LSG,53.88,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
19,LSG,163/8,174,N/A,8.58,N/A,LSG,58.35,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
20,LSG,176/8,176,N/A,8.80,N/A,LSG,60.54,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
1,KKR,15/0,N/A,162 from 114,15.00,8.53,KKR,50.02,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
2,KKR,30/0,N/A,147 from 108,15.00,8.17,KKR,62.71,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
3,KKR,36/0,N/A,141 from 102,12.00,8.29,KKR,61.61,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
4,KKR,45/0,N/A,132 from 96,11.25,8.25,KKR,64.62,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
5,KKR,59/0,N/A,118 from 90,11.80,7.87,KKR,75.1,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
6,KKR,61/1,N/A,116 from 84,10.17,8.29,KKR,62.42,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
7,KKR,69/1,N/A,108 from 78,9.86,8.31,KKR,66.39,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
8,KKR,78/1,N/A,99 from 72,9.75,8.25,KKR,68.32,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
9,KKR,79/2,N/A,98 from 66,8.78,8.91,KKR,53.2,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
10,KKR,82/3,N/A,95 from 60,8.20,9.50,LSG,63.05,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
11,KKR,88/3,N/A,89 from 54,8.00,9.89,LSG,68.34,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
12,KKR,94/3,N/A,83 from 48,7.83,10.38,LSG,74.77,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
13,KKR,103/3,N/A,74 from 42,7.92,10.57,LSG,69.88,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
14,KKR,108/4,N/A,69 from 36,7.71,11.50,LSG,81.86,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
15,KKR,114/4,N/A,63 from 30,7.60,12.60,LSG,86.44,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
16,KKR,121/5,N/A,56 from 24,7.56,14.00,LSG,92.9,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
17,KKR,126/5,N/A,51 from 18,7.41,17.00,LSG,96.9,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
18,KKR,136/7,N/A,41 from 12,7.56,20.50,LSG,99.08,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
19,KKR,156/7,N/A,21 from 6,8.21,21.00,LSG,91.98,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
