innings_num,batting_team,over_number,ball_number,runs_scored,boundaries,dot_balls,wickets,extras,favored_team,win_percentage,current_run_rate,required_run_rate,striker_batsman,toss_winner,toss_decision,batsman1_name,batsman1_runs,batsman1_balls_faced,batsman1_fours,batsman1_sixes,batsman2_name,batsman2_runs,batsman2_balls_faced,batsman2_fours,batsman2_sixes,bowler1_name,bowler1_overs_bowled,bowler1_maidens_bowled,bowler1_runs_conceded,bowler1_wickets_taken,bowler2_name,bowler2_overs_bowled,bowler2_maidens_bowled,bowler2_runs_conceded,bowler2_wickets_taken,venue,matches_played,average_runs_per_wicket,average_runs_per_over,batsman1_historical_average,batsman1_historical_strike_rate,batsman2_historical_average,batsman2_historical_strike_rate,bowler1_historical_average,bowler1_historical_economy,bowler1_historical_strike_rate,bowler2_historical_average,bowler2_historical_economy,bowler2_historical_strike_rate,runs_scored_over_rolling_avg,wickets_over_rolling_avg,powerplay,middle_overs,death_overs,projected_score,pressure_index,model_win_probability
1,RR,12,3,0,0,1,0,0,KKR,70.25,6.88,0,Unknown,KKR,field first,Shubham Dubey,2,5,0,0,Dhruv Jurel,4,7,0,0,Moeen Ali,3.3,0,17,2,Varun Chakravarthy,3.0,0,15,2,"Barsapara Cricket Stadium, Guwahati",19,26.82,7.85,33.5,223.33,26.06,157.95,23.4,7.03,19.9,23.4,7.03,19.9,4.33,1.0,0,1,0,138,0,0.63
1,RR,12,4,1,0,0,0,0,KKR,71.88,6.86,0,Unknown,KKR,field first,Shubham Dubey,3,6,0,0,Dhruv Jurel,4,7,0,0,Moeen Ali,3.4,0,18,2,Varun Chakravarthy,3.0,0,15,2,"Barsapara Cricket Stadium, Guwahati",19,26.82,7.85,33.5,223.33,26.06,157.95,23.4,7.03,19.9,23.4,7.03,19.9,4.33,1.0,0,1,0,137,0,0.53
1,RR,12,5,4,1,0,0,0,KKR,72.16,7.09,0,Unknown,KKR,field first,Dhruv Jurel,8,8,1,0,Shubham Dubey,3,6,0,0,Moeen Ali,3.5,0,22,2,Varun Chakravarthy,3.0,0,15,2,"Barsapara Cricket Stadium, Guwahati",19,26.82,7.85,26.06,157.95,33.5,223.33,23.4,7.03,19.9,23.4,7.03,19.9,4.33,1.0,0,1,0,142,0,0.66
1,RR,12,6,1,0,0,0,0,KKR,70.56,7.07,0,Unknown,KKR,field first,Dhruv Jurel,9,9,1,0,Shubham Dubey,3,6,0,0,Moeen Ali,3.6,0,23,2,Varun Chakravarthy,3.0,0,15,2,"Barsapara Cricket Stadium, Guwahati",19,26.82,7.85,26.06,157.95,33.5,223.33,23.4,7.03,19.9,23.4,7.03,19.9,4.33,1.0,0,1,0,141,0,0.65
1,RR,13,1,4,1,0,0,0,KKR,69.69,7.29,0,Unknown,KKR,field first,Dhruv Jurel,13,10,2,0,Shubham Dubey,3,6,0,0,Harshit Rana,1.1,0,11,0,Moeen Ali,4.0,0,23,2,"Barsapara Cricket Stadium, Guwahati",19,26.84,7.84,26.06,157.95,33.5,223.33,24.52,9.12,16.1,24.52,9.12,16.1,5.33,1.0,0,1,0,146,0,0.59
1,RR,13,2,4,1,0,0,0,KKR,67.49,7.5,0,Unknown,KKR,field first,Dhruv Jurel,17,11,3,0,Shubham Dubey,3,6,0,0,Harshit Rana,1.2,0,15,0,Moeen Ali,4.0,0,23,2,"Barsapara Cricket Stadium, Guwahati",19,26.84,7.84,26.06,157.95,33.5,223.33,24.52,9.12,16.1,24.52,9.12,16.1,5.33,1.0,0,1,0,150,0,0.59
1,RR,13,3,1,0,0,0,0,KKR,74.56,7.48,0,Unknown,KKR,field first,Dhruv Jurel,18,12,3,0,Shubham Dubey,3,6,0,0,Harshit Rana,1.3,0,16,0,Moeen Ali,4.0,0,23,2,"Barsapara Cricket Stadium, Guwahati",19,26.84,7.84,26.06,157.95,33.5,223.33,24.52,9.12,16.1,24.52,9.12,16.1,5.33,1.0,0,1,0,150,0,0.61
1,RR,13,5,1,0,0,0,0,KKR,73.16,7.37,0,Unknown,KKR,field first,Shubham Dubey,4,8,0,0,Dhruv Jurel,18,12,3,0,Harshit Rana,1.5,0,17,0,Moeen Ali,4.0,0,23,2,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.5,223.33,26.06,157.95,24.52,9.12,16.1,24.52,9.12,16.1,5.33,1.0,0,1,0,147,0,0.59
1,RR,13,6,1,0,0,0,0,KKR,73.12,7.35,0,Unknown,KKR,field first,Dhruv Jurel,19,13,3,0,Shubham Dubey,4,8,0,0,Harshit Rana,1.6,0,18,0,Moeen Ali,4.0,0,23,2,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,26.06,157.95,33.5,223.33,24.52,9.12,16.1,24.52,9.12,16.1,5.33,1.0,0,1,0,147,0,0.6
1,RR,14,1,1,0,0,0,0,KKR,67.04,7.34,0,Unknown,KKR,field first,Dhruv Jurel,20,14,3,0,Shubham Dubey,4,8,0,0,Vaibhav Arora,3.1,0,27,1,Harshit Rana,2.0,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,26.06,157.95,33.5,223.33,31.4,9.39,20.0,31.4,9.39,20.0,5.33,1.0,0,1,0,147,0,0.59
1,RR,14,2,1,0,0,0,0,KKR,67.35,7.32,0,Unknown,KKR,field first,Shubham Dubey,5,9,0,0,Dhruv Jurel,20,14,3,0,Vaibhav Arora,3.2,0,28,1,Harshit Rana,2.0,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.5,223.33,26.06,157.95,31.4,9.39,20.0,31.4,9.39,20.0,5.33,1.0,0,1,0,146,0,0.45
1,RR,14,3,1,0,0,0,0,KKR,68.17,7.24,0,Unknown,KKR,field first,Dhruv Jurel,20,14,3,0,Shubham Dubey,5,10,0,0,Vaibhav Arora,3.3,0,28,1,Harshit Rana,2.0,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,26.06,157.95,33.5,223.33,31.4,9.39,20.0,31.4,9.39,20.0,5.33,1.0,0,1,0,145,0,0.6
1,RR,14,4,1,0,0,0,0,KKR,68.85,7.22,0,Unknown,KKR,field first,Dhruv Jurel,21,15,3,0,Shubham Dubey,5,10,0,0,Vaibhav Arora,3.4,0,29,1,Harshit Rana,2.0,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,26.06,157.95,33.5,223.33,31.4,9.39,20.0,31.4,9.39,20.0,5.33,1.0,0,1,0,145,0,0.6
1,RR,14,5,4,1,0,0,0,KKR,69.99,7.41,0,Unknown,KKR,field first,Shubham Dubey,9,11,1,0,Dhruv Jurel,21,15,3,0,Vaibhav Arora,3.5,0,33,1,Harshit Rana,2.0,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.5,223.33,26.06,157.95,31.4,9.39,20.0,31.4,9.39,20.0,5.33,1.0,0,1,0,148,0,0.43
1,RR,14,6,0,0,0,1,0,KKR,69.5,7.33,0,Dubey,KKR,field first,Dhruv Jurel,21,15,3,0,Unknown,0,0,0,0,Vaibhav Arora,3.6,0,33,2,Harshit Rana,2.0,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,26.06,157.95,0,0,31.4,9.39,20.0,31.4,9.39,20.0,5.33,1.0,0,1,0,147,0,0.54
1,RR,15,1,0,0,1,0,0,KKR,69.84,7.25,0,Unknown,KKR,field first,Dhruv Jurel,21,16,3,0,Shimron Hetmyer,0,0,0,0,Varun Chakravarthy,3.1,0,15,2,Vaibhav Arora,4.0,0,33,2,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,26.06,157.95,33.19,156.82,24.34,7.61,19.1,24.34,7.61,19.1,5.33,1.0,0,1,0,145,0,0.58
1,RR,15,2,0,0,1,0,0,KKR,71.46,7.17,0,Unknown,KKR,field first,Dhruv Jurel,21,17,3,0,Shimron Hetmyer,0,0,0,0,Varun Chakravarthy,3.2,0,15,2,Vaibhav Arora,4.0,0,33,2,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,26.06,157.95,33.19,156.82,24.34,7.61,19.1,24.34,7.61,19.1,5.33,1.0,0,1,0,143,0,0.58
1,RR,15,3,1,0,0,0,0,KKR,72.11,7.16,0,Unknown,KKR,field first,Dhruv Jurel,22,18,3,0,Shimron Hetmyer,0,0,0,0,Varun Chakravarthy,3.3,0,16,2,Vaibhav Arora,4.0,0,33,2,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,26.06,157.95,33.19,156.82,24.34,7.61,19.1,24.34,7.61,19.1,5.33,1.0,0,1,0,143,0,0.58
1,RR,15,4,0,0,1,0,0,KKR,72.86,7.08,0,Unknown,KKR,field first,Shimron Hetmyer,0,1,0,0,Dhruv Jurel,22,18,3,0,Varun Chakravarthy,3.4,0,16,2,Vaibhav Arora,4.0,0,33,2,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.19,156.82,26.06,157.95,24.34,7.61,19.1,24.34,7.61,19.1,5.33,1.0,0,1,0,142,0,0.59
1,RR,15,5,0,0,1,0,0,KKR,73.18,7.01,0,Unknown,KKR,field first,Shimron Hetmyer,0,2,0,0,Dhruv Jurel,22,18,3,0,Varun Chakravarthy,3.5,0,16,2,Vaibhav Arora,4.0,0,33,2,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.19,156.82,26.06,157.95,24.34,7.61,19.1,24.34,7.61,19.1,5.33,1.0,0,1,0,140,0,0.58
1,RR,15,6,1,0,0,0,0,KKR,74.69,7.0,0,Unknown,KKR,field first,Shimron Hetmyer,1,3,0,0,Dhruv Jurel,22,18,3,0,Varun Chakravarthy,3.6,0,17,2,Vaibhav Arora,4.0,0,33,2,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.19,156.82,26.06,157.95,24.34,7.61,19.1,24.34,7.61,19.1,5.33,1.0,0,1,0,140,0,0.58
1,RR,16,1,1,0,0,0,0,KKR,74.96,6.98,0,Hetmyer,KKR,field first,Shimron Hetmyer,2,4,0,0,Dhruv Jurel,22,18,3,0,Harshit Rana,2.1,0,19,0,Varun Chakravarthy,4.0,0,17,2,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.19,156.82,26.06,157.95,24.52,9.12,16.1,24.52,9.12,16.1,5.33,1.0,0,0,1,140,0,0.58
1,RR,16,2,4,1,0,0,0,KKR,74.93,7.16,0,Unknown,KKR,field first,Dhruv Jurel,26,19,4,0,Shimron Hetmyer,2,4,0,0,Harshit Rana,2.2,0,23,0,Varun Chakravarthy,4.0,0,17,2,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,26.06,157.95,33.19,156.82,24.52,9.12,16.1,24.52,9.12,16.1,5.33,1.0,0,0,1,143,0,0.54
1,RR,17,1,1,0,0,0,0,KKR,71.23,7.35,0,Unknown,KKR,field first,Shimron Hetmyer,2,4,0,0,Dhruv Jurel,32,23,5,0,Spencer Johnson,2.0,0,23,0,Harshit Rana,3.0,0,29,0,"Barsapara Cricket Stadium, Guwahati",19,26.84,7.84,33.19,156.82,26.06,157.95,29.61,8.35,21.2,29.61,8.35,21.2,6.67,1.0,0,0,1,146,0,0.61
1,RR,17,2,1,0,0,0,0,KKR,70.4,7.5,0,Unknown,KKR,field first,Shimron Hetmyer,7,6,1,0,Dhruv Jurel,32,23,5,0,Spencer Johnson,2.2,0,28,0,Harshit Rana,3.0,0,29,0,"Barsapara Cricket Stadium, Guwahati",19,26.84,7.84,33.19,156.82,26.06,157.95,29.61,8.35,21.2,29.61,8.35,21.2,6.67,1.0,0,0,1,150,0,0.65
1,RR,17,3,0,0,1,0,0,KKR,69.54,7.42,0,Unknown,KKR,field first,Dhruv Jurel,32,24,5,0,Shimron Hetmyer,7,6,1,0,Spencer Johnson,2.3,0,28,0,Harshit Rana,3.0,0,29,0,"Barsapara Cricket Stadium, Guwahati",19,26.84,7.84,26.06,157.95,33.19,156.82,29.61,8.35,21.2,29.61,8.35,21.2,6.67,1.0,0,0,1,149,0,0.62
1,RR,17,4,0,0,1,0,0,KKR,70.7,7.35,0,Unknown,KKR,field first,Dhruv Jurel,32,25,5,0,Shimron Hetmyer,7,6,1,0,Spencer Johnson,2.4,0,28,0,Harshit Rana,3.0,0,29,0,"Barsapara Cricket Stadium, Guwahati",19,26.84,7.84,26.06,157.95,33.19,156.82,29.61,8.35,21.2,29.61,8.35,21.2,6.67,1.0,0,0,1,147,0,0.62
1,RR,17,5,0,0,1,0,0,KKR,71.83,7.28,0,Unknown,KKR,field first,Dhruv Jurel,32,26,5,0,Shimron Hetmyer,7,6,1,0,Spencer Johnson,2.5,0,28,0,Harshit Rana,3.0,0,29,0,"Barsapara Cricket Stadium, Guwahati",19,26.84,7.84,26.06,157.95,33.19,156.82,29.61,8.35,21.2,29.61,8.35,21.2,6.67,1.0,0,0,1,146,0,0.61
1,RR,17,6,1,0,0,0,0,KKR,72.94,7.27,0,Unknown,KKR,field first,Dhruv Jurel,33,27,5,0,Shimron Hetmyer,7,6,1,0,Spencer Johnson,2.6,0,29,0,Harshit Rana,3.0,0,29,0,"Barsapara Cricket Stadium, Guwahati",19,26.84,7.84,26.06,157.95,33.19,156.82,29.61,8.35,21.2,29.61,8.35,21.2,6.67,1.0,0,0,1,146,0,0.62
1,RR,18,1,0,0,0,1,0,KKR,73.66,7.21,0,Jurel,KKR,field first,Shimron Hetmyer,7,6,1,0,Unknown,0,0,0,0,Harshit Rana,3.1,0,29,1,Spencer Johnson,3.0,0,29,0,"Barsapara Cricket Stadium, Guwahati",19,26.90,7.84,33.19,156.82,0,0,24.52,9.12,16.1,24.52,9.12,16.1,7.0,0,0,1,144,0,0.55
1,RR,18,2,6,1,0,0,0,KKR,74.72,7.47,0,Unknown,KKR,field first,Jofra Archer,6,1,0,1,Shimron Hetmyer,7,6,1,0,Harshit Rana,3.2,0,35,1,Spencer Johnson,3.0,0,29,0,"Barsapara Cricket Stadium, Guwahati",19,26.94,7.84,15.38,155.03,33.19,156.82,24.52,9.12,16.1,24.52,9.12,16.1,7.0,0,0,1,149,0,0.64
1,RR,18,3,0,0,1,0,0,KKR,72.35,7.4,0,Unknown,KKR,field first,Jofra Archer,6,2,0,1,Shimron Hetmyer,7,6,1,0,Harshit Rana,3.3,0,35,1,Spencer Johnson,3.0,0,29,0,"Barsapara Cricket Stadium, Guwahati",19,26.94,7.84,15.38,155.03,33.19,156.82,24.52,9.12,16.1,24.52,9.12,16.1,7.0,0,0,1,148,0,0.64
1,RR,18,4,1,0,0,0,0,KKR,72.68,7.39,0,Unknown,KKR,field first,Jofra Archer,7,3,0,1,Shimron Hetmyer,7,6,1,0,Harshit Rana,3.4,0,36,1,Spencer Johnson,3.0,0,29,0,"Barsapara Cricket Stadium, Guwahati",19,26.94,7.84,15.38,155.03,33.19,156.82,24.52,9.12,16.1,24.52,9.12,16.1,7.0,0,0,1,148,0,0.65
1,RR,18,5,0,0,1,0,0,KKR,73.4,7.32,0,Unknown,KKR,field first,Shimron Hetmyer,7,7,1,0,Jofra Archer,7,3,0,1,Harshit Rana,3.5,0,36,1,Spencer Johnson,3.0,0,29,0,"Barsapara Cricket Stadium, Guwahati",19,26.94,7.84,33.19,156.82,15.38,155.03,24.52,9.12,16.1,24.52,9.12,16.1,7.0,0,0,1,147,0,0.63
1,RR,18,6,0,0,0,1,0,KKR,75.81,7.26,0,Hetmyer,KKR,field first,Jofra Archer,7,3,0,1,Unknown,0,0,0,0,Harshit Rana,4.0,0,36,2,Spencer Johnson,3.0,0,29,0,"Barsapara Cricket Stadium, Guwahati",19,26.94,7.84,15.38,155.03,0,0,24.52,9.12,16.1,24.52,9.12,16.1,9.5,0,0,1,145,0,0.63
1,RR,19,1,1,0,0,0,1,KKR,75.81,7.31,0,Archer,KKR,field first,Jofra Archer,7,3,0,1,Maheesh Theekshana,0,0,0,0,Spencer Johnson,3.0,0,30,0,Harshit Rana,4.0,0,36,2,"Barsapara Cricket Stadium, Guwahati",19,26.94,7.84,15.38,155.03,7.0,100.0,29.61,8.35,21.2,29.61,8.35,21.2,8.67,2.0,0,0,1,145,0,0.63
1,RR,19,2,2,0,0,0,0,KKR,73.14,7.6,0,Unknown,KKR,field first,Jofra Archer,15,5,0,2,Maheesh Theekshana,0,0,0,0,Spencer Johnson,3.2,0,38,0,Harshit Rana,4.0,0,36,2,"Barsapara Cricket Stadium, Guwahati",19,26.94,7.84,15.38,155.03,7.0,100.0,29.61,8.35,21.2,29.61,8.35,21.2,8.67,2.0,0,0,1,152,0,0.65
1,RR,19,4,1,0,0,0,0,KKR,72.26,7.57,0,Unknown,KKR,field first,Maheesh Theekshana,1,1,0,0,Jofra Archer,16,6,0,2,Spencer Johnson,3.4,0,40,0,Harshit Rana,4.0,0,36,2,"Barsapara Cricket Stadium, Guwahati",19,26.69,7.84,7.0,100.0,15.38,155.03,29.61,8.35,21.2,29.61,8.35,21.2,8.67,2.0,0,0,1,152,0,0.59
1,RR,19,5,0,0,0,1,0,KKR,72.99,7.51,0,Archer,KKR,field first,Maheesh Theekshana,1,1,0,0,Unknown,0,0,0,0,Spencer Johnson,3.5,0,40,1,Harshit Rana,4.0,0,36,2,"Barsapara Cricket Stadium, Guwahati",19,26.69,7.84,7.0,100.0,0,0,29.61,8.35,21.2,29.61,8.35,21.2,8.67,2.0,0,0,1,150,0,0.56
1,RR,19,6,2,0,0,0,0,KKR,74.07,7.55,0,Unknown,KKR,field first,Tushar Deshpande,2,1,0,0,Maheesh Theekshana,1,1,0,0,Spencer Johnson,3.6,0,42,1,Harshit Rana,4.0,0,36,2,"Barsapara Cricket Stadium, Guwahati",19,26.69,7.84,21.0,150.0,7.0,100.0,29.61,8.35,21.2,29.61,8.35,21.2,8.67,2.0,0,0,1,151,0,0.61
2,PBKS,4,6,20,0,1,0,0,SRH,88.74,4.0,10.87,Raza,PBKS,field first,Sam Curran,1,3,0,0,Sikandar Raza,0,2,0,0,Bhuvneshwar Kumar,3.0,1,15,2,Pat Cummins,2.0,0,4,1,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,24.63,135.21,26.0,133.82,27.23,7.56,21.6,27.23,7.56,21.6,4.33,1.0,1,0,0,80,5.4
2,PBKS,4,6,20,0,1,0,0,SRH,88.74,4.0,10.87,Raza,PBKS,field first,Sam Curran,1,3,0,0,Sikandar Raza,0,2,0,0,Bhuvneshwar Kumar,3.0,1,15,2,Pat Cummins,2.0,0,4,1,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,24.63,135.21,26.0,133.82,27.23,7.56,21.6,27.23,7.56,21.6,4.33,1.0,1,0,0,80,5.4,0.05
2,PBKS,4,6,20,0,1,0,0,SRH,88.74,4.0,10.87,Raza,PBKS,field first,Sam Curran,1,3,0,0,Sikandar Raza,0,2,0,0,Bhuvneshwar Kumar,3.0,1,15,2,Pat Cummins,2.0,0,4,1,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,24.63,135.21,26.0,133.82,27.23,7.56,21.6,27.23,7.56,21.6,4.33,1.0,1,0,0,80,5.4,0.05
2,PBKS,4,6,20,0,1,0,0,SRH,88.74,4.0,10.87,Raza,PBKS,field first,Sam Curran,1,3,0,0,Sikandar Raza,0,2,0,0,Bhuvneshwar Kumar,3.0,1,15,2,Pat Cummins,2.0,0,4,1,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,24.63,135.21,26.0,133.82,27.23,7.56,21.6,27.23,7.56,21.6,4.33,1.0,1,0,0,80,5.4,0.05
1,MI,15,6,111,0,1,0,0,RR,76.95,6.93,0,David,RR,field first,Gerald Coetzee,4,6,0,0,Tim David,16,17,1,0,Trent Boult,4.0,0,22,3,Ravichandran Ashwin,4.0,0,27,0,"Wankhede Stadium, Mumbai",203,26.49,8.30,3.5,63.63,29.9,171.35,26.91,8.29,19.4,26.91,8.29,19.4,4.33,1.0,0,1,0,139,0,0.54
2,PBKS,5,6,40,0,1,0,0,MI,96.34,6.66,10.93,Harpreet,PBKS,field first,Shashank Singh,12,10,2,0,Harpreet Singh,12,13,2,0,Hardik Pandya,1.0,0,1,0,Akash Madhwal,1.0,0,11,0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,38.91,167.98,17.57,103.36,34.28,7.36,27.9,34.28,7.36,27.9,8.33,1.0,1,0,0,133,5.5,0.2
2,PBKS,5,6,40,0,1,0,0,MI,96.34,6.66,10.93,Harpreet,PBKS,field first,Shashank Singh,12,10,2,0,Harpreet Singh,12,13,2,0,Hardik Pandya,1.0,0,1,0,Akash Madhwal,1.0,0,11,0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,38.91,167.98,17.57,103.36,34.28,7.36,27.9,34.28,7.36,27.9,8.33,1.0,1,0,0,133,5.5,0.2
2,PBKS,4,6,20,0,1,0,0,SRH,88.74,4.0,10.87,Raza,PBKS,field first,Sam Curran,1,3,0,0,Sikandar Raza,0,2,0,0,Bhuvneshwar Kumar,3.0,1,15,2,Pat Cummins,2.0,0,4,1,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,24.63,135.21,26.0,133.82,27.23,7.56,21.6,27.23,7.56,21.6,4.33,1.0,1,0,0,80,5.4,0.05
1,RR,14,5,103,1,0,0,0,KKR,69.99,7.35,0,Shubham Dubey,KKR,field first,Shubham Dubey,9,11,1,0,Dhruv Jurel,21,15,3,0,Vaibhav Arora,3.5,0,33,1,Harshit Rana,2,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.5,223.33,26.06,157.95,31.4,9.39,20,31.4,9.39,20,148,0,1,0,5.33,0.43,0
1,RR,14,5,103,1,0,0,0,KKR,69.99,7.35,0,Shubham Dubey,KKR,field first,Shubham Dubey,9,11,1,0,Dhruv Jurel,21,15,3,0,Vaibhav Arora,3.5,0,33,1,Harshit Rana,2,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.5,223.33,26.06,157.95,31.4,9.39,20,31.4,9.39,20,148,0,1,0,5.33,0.43,0,0.62
1,RR,14,5,103,1,0,0,0,KKR,69.99,7.35,0,Shubham Dubey,KKR,field first,Shubham Dubey,9,11,1,0,Dhruv Jurel,21,15,3,0,Vaibhav Arora,3.5,0,33,1,Harshit Rana,2,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.5,223.33,26.06,157.95,31.4,9.39,20,31.4,9.39,20,148,0,1,0,5.33,0.43,0,0.9964888913275197
1,RR,14,5,103,1,0,0,0,KKR,69.99,7.35,0,Shubham Dubey,KKR,field first,Shubham Dubey,9,11,1,0,Dhruv Jurel,21,15,3,0,Vaibhav Arora,3.5,0,33,1,Harshit Rana,2,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.5,223.33,26.06,157.95,31.4,9.39,20,31.4,9.39,20,148,0,1,0,5.33,0.43,0
1,RR,14,5,103,1,0,0,0,KKR,69.99,7.35,0,Shubham Dubey,KKR,field first,Shubham Dubey,9,11,1,0,Dhruv Jurel,21,15,3,0,Vaibhav Arora,3.5,0,33,1,Harshit Rana,2,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.5,223.33,26.06,157.95,31.4,9.39,20,31.4,9.39,20,148,0,1,0,5.33,0.43,0
1,RR,14,5,103,1,0,0,0,KKR,69.99,7.35,0,Shubham Dubey,KKR,field first,Shubham Dubey,9,11,1,0,Dhruv Jurel,21,15,3,0,Vaibhav Arora,3.5,0,33,1,Harshit Rana,2,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.5,223.33,26.06,157.95,31.4,9.39,20,31.4,9.39,20,148,0,1,0,5.33,0.43,0,0.9964888913275197
2,PBKS,4,6,20,0,1,0,0,SRH,88.74,4.0,10.87,Raza,PBKS,field first,Sam Curran,1,3,0,0,Sikandar Raza,0,2,0,0,Bhuvneshwar Kumar,3.0,1,15,2,Pat Cummins,2.0,0,4,1,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,24.63,135.21,26.0,133.82,27.23,7.56,21.6,27.23,7.56,21.6,4.33,1.0,1,0,0,80,5.4,0.02395411573307355
1,MI,15,6,111,0,1,0,0,RR,76.95,6.93,0,David,RR,field first,Gerald Coetzee,4,6,0,0,Tim David,16,17,1,0,Trent Boult,4.0,0,22,3,Ravichandran Ashwin,4.0,0,27,0,"Wankhede Stadium, Mumbai",203,26.49,8.30,3.5,63.63,29.9,171.35,26.91,8.29,19.4,26.91,8.29,19.4,4.33,1.0,0,1,0,139,0,0.9989252374986233
1,MI,15,6,111,0,1,0,0,RR,76.95,6.93,0,David,RR,field first,Gerald Coetzee,4,6,0,0,Tim David,16,17,1,0,Trent Boult,4.0,0,22,3,Ravichandran Ashwin,4.0,0,27,0,"Wankhede Stadium, Mumbai",203,26.49,8.30,3.5,63.63,29.9,171.35,26.91,8.29,19.4,26.91,8.29,19.4,4.33,1.0,0,1,0,139,0,0.52
2,PBKS,5,6,40,0,1,0,0,MI,96.34,6.66,10.93,Harpreet,PBKS,field first,Shashank Singh,12,10,2,0,Harpreet Singh,12,13,2,0,Hardik Pandya,1.0,0,1,0,Akash Madhwal,1.0,0,11,0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,38.91,167.98,17.57,103.36,34.28,7.36,27.9,34.28,7.36,27.9,8.33,1.0,1,0,0,133,5.5,0.18
2,PBKS,5,6,40,0,1,0,0,MI,96.34,6.66,10.93,Harpreet,PBKS,field first,Shashank Singh,12,10,2,0,Harpreet Singh,12,13,2,0,Hardik Pandya,1.0,0,1,0,Akash Madhwal,1.0,0,11,0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,38.91,167.98,17.57,103.36,34.28,7.36,27.9,34.28,7.36,27.9,8.33,1.0,1,0,0,133,5.5,0.18
2,PBKS,5,6,40,0,1,0,0,MI,96.34,6.66,10.93,Harpreet,PBKS,field first,Shashank Singh,12,10,2,0,Harpreet Singh,12,13,2,0,Hardik Pandya,1.0,0,1,0,Akash Madhwal,1.0,0,11,0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,38.91,167.98,17.57,103.36,34.28,7.36,27.9,34.28,7.36,27.9,8.33,1.0,1,0,0,133,5.5,0.18
1,RR,14,5,103,1,0,0,0,KKR,69.99,7.35,0,Shubham Dubey,KKR,field first,Shubham Dubey,9,11,1,0,Dhruv Jurel,21,15,3,0,Vaibhav Arora,3.5,0,33,1,Harshit Rana,2,0,18,0,"Barsapara Cricket Stadium, Guwahati",19,26.88,7.84,33.5,223.33,26.06,157.95,31.4,9.39,20,31.4,9.39,20,148,0,1,0,5.33,0.43,0,0.64
1,RR,19,6,138,0,0,8,0,KKR,74.07,7.26,0,Unknown,KKR,field first,Tushar Deshpande,2,1,0,0,Maheesh Theekshana,1,1,0,0,Spencer Johnson,3.6,0,42,1,Harshit Rana,4.0,0,36,2,"Barsapara Cricket Stadium, Guwahati",19,26.69,7.84,21.0,150.0,7.0,100.0,29.61,8.35,21.2,29.61,8.35,21.2,151,0,0,1,8.67,2.0,0,0.47
1,RR,19,6,138,8,0,0,8,0,KKR,74.07,7.26,0,Unknown,KKR,field first,Tushar Deshpande,2,1,0,0,Maheesh Theekshana,1,1,0,0,Spencer Johnson,3.6,0,42,1,Harshit Rana,4.0,0,36,2,"Barsapara Cricket Stadium, Guwahati",19,26.69,7.84,21.0,150.0,7.0,100.0,29.61,8.35,21.2,29.61,8.35,21.2,151,0,0,1,8.67,2.0,0,0.59
