player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Luke Wood,bowler,2,2,,,,1,93.00,15.50,36.0
Jasprit Bumrah,bowler,133,133,,,,165,22.51,7.30,18.5
Nuwan Thushara,bowler,7,7,,,,8,32.12,9.88,19.5
Piyush Chawla,bowler,192,191,,,,192,26.60,7.96,20.0
Hardik Pandya,bowler,137,93,,,,64,33.59,9.09,22.1
Mohammad Nabi,bowler,24,23,,,,15,34.46,7.43,27.8
