over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,MI,173/4,N/A,N/A,8.65,N/A,MI,100.0,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
1,DC,7/0,167,N/A,7.00,N/A,MI,50.48,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
2,DC,19/0,172,N/A,9.50,N/A,DC,55.31,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
3,DC,29/0,174,N/A,9.67,N/A,DC,57.6,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
4,DC,34/1,174,N/A,8.50,N/A,DC,57.6,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
5,DC,42/1,175,N/A,8.40,N/A,DC,58.73,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
6,DC,51/1,174,N/A,8.50,N/A,DC,57.6,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
7,DC,59/1,176,N/A,8.43,N/A,DC,59.85,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
8,DC,75/1,201,N/A,9.38,N/A,DC,82.62,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
9,DC,78/2,193,N/A,8.67,N/A,DC,76.65,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
10,DC,85/3,186,N/A,8.50,N/A,DC,70.35,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
11,DC,88/4,169,N/A,8.00,N/A,DC,51.84,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
12,DC,95/4,167,N/A,7.92,N/A,MI,50.48,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
13,DC,103/5,170,N/A,7.92,N/A,DC,53.0,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
14,DC,110/5,169,N/A,7.86,N/A,DC,51.84,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
15,DC,123/5,174,N/A,8.20,N/A,DC,57.6,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
16,DC,136/5,180,N/A,8.50,N/A,DC,64.23,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
17,DC,151/5,184,N/A,8.88,N/A,DC,68.38,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
18,DC,165/5,187,N/A,9.17,N/A,DC,71.31,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
19,DC,166/9,176,N/A,8.74,N/A,DC,59.85,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
1,MI,14/0,N/A,159 from 114,14.00,8.37,MI,53.31,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
2,MI,27/0,N/A,146 from 108,13.50,8.11,MI,63.82,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
3,MI,42/0,N/A,131 from 102,14.00,7.71,MI,74.6,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
4,MI,49/0,N/A,124 from 96,12.25,7.75,MI,74.45,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
5,MI,59/0,N/A,114 from 90,11.80,7.60,MI,79.76,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
6,MI,68/0,N/A,105 from 84,11.33,7.50,MI,81.45,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
7,MI,70/0,N/A,103 from 78,10.00,7.92,MI,78.34,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
8,MI,73/1,N/A,100 from 72,9.12,8.33,MI,69.84,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
9,MI,82/1,N/A,91 from 66,9.11,8.27,MI,71.7,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
10,MI,91/1,N/A,82 from 60,9.10,8.20,MI,77.58,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
11,MI,98/1,N/A,75 from 54,8.91,8.33,MI,85.09,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
12,MI,112/1,N/A,61 from 48,9.33,7.62,MI,93.93,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
13,MI,117/1,N/A,56 from 42,9.00,8.00,MI,92.44,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
14,MI,121/1,N/A,52 from 36,8.64,8.67,MI,85.62,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
15,MI,123/1,N/A,50 from 30,8.20,10.00,MI,62.25,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
16,MI,139/3,N/A,34 from 24,8.69,8.50,MI,88.46,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
17,MI,147/4,N/A,26 from 18,8.65,8.67,MI,88.58,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
18,MI,153/4,N/A,20 from 12,8.50,10.00,MI,78.88,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
19,MI,168/4,N/A,5 from 6,8.84,5.00,MI,98.38,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
