over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 14 • DC 110/5,Live Forecast: DC 169,DC 51.84%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 15 • DC 123/5,Live Forecast: DC 174,DC 57.6%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 16 • DC 136/5,Live Forecast: DC 180,DC 64.23%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 17 • DC 151/5,Live Forecast: DC 184,DC 68.38%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 18 • DC 165/5,Live Forecast: DC 187,DC 71.31%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 19 • DC 166/9,Axar Patel c Arshad Khan b Behrendorff 54 (25b 4x4 5x6 29m) SR: 216;W;David Warner c Meredith b Behrendorff 51 (47b 6x4 0x6 94m) SR: 108.51;W;Kuldeep Yadav run out (Wadhera) 0 (1b 0x4 0x6 2m) SR: 0;W;Abishek Porel c Green b Behrendorff 1 (3b 0x4 0x6 8m) SR: 33.33;W;Live Forecast: DC 176,DC 59.85%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Current Over 20 • DC 172/10,Anrich Nortje b Meredith 5 (3b 1x4 0x6 7m) SR: 166.66;W;Live Forecast: DC 172,DC 55.31%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 1 • MI 14/0,MI needed 159 runs from 114 balls,MI 53.31%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 2 • MI 27/0,MI needed 146 runs from 108 balls,MI 63.82%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 3 • MI 42/0,MI needed 131 runs from 102 balls,MI 74.6%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 4 • MI 49/0,MI needed 124 runs from 96 balls,MI 74.45%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 5 • MI 59/0,MI needed 114 runs from 90 balls,MI 79.76%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 6 • MI 68/0,MI needed 105 runs from 84 balls,MI 81.45%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 7 • MI 70/0,MI needed 103 runs from 78 balls,MI 78.34%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 8 • MI 73/1,Ishan Kishan run out (Mukesh Kumar/Lalit Yadav) 31 (26b 6x4 0x6 32m) SR: 119.23;W;MI needed 100 runs from 72 balls,MI 69.84%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 9 • MI 82/1,MI needed 91 runs from 66 balls,MI 71.7%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 10 • MI 91/1,MI needed 82 runs from 60 balls,MI 77.58%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 11 • MI 98/1,MI needed 75 runs from 54 balls,MI 85.09%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 12 • MI 112/1,MI needed 61 runs from 48 balls,MI 93.93%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 13 • MI 117/1,MI needed 56 runs from 42 balls,MI 92.44%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 14 • MI 121/1,MI needed 52 runs from 36 balls,MI 85.62%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 15 • MI 123/1,MI needed 50 runs from 30 balls,MI 62.25%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 16 • MI 139/3,Tilak Varma c Pandey b Mukesh Kumar 41 (29b 1x4 4x6 42m) SR: 141.37;W;Suryakumar Yadav c Kuldeep Yadav b Mukesh Kumar 0 (1b 0x4 0x6 3m) SR: 0;W;MI needed 34 runs from 24 balls,MI 88.46%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 17 • MI 147/4,Rohit Sharma c †Abishek Porel b Mustafizur Rahman 65 (45b 6x4 4x6 86m) SR: 144.44;W;MI needed 26 runs from 18 balls,MI 88.58%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 18 • MI 153/4,MI needed 20 runs from 12 balls,MI 78.88%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 19 • MI 168/4,MI needed 5 runs from 6 balls,MI 98.38%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
