over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 18 • SRH 145/2,SRH won by 8 wickets (with 17 balls remaining),SRH 100%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 1 • PBKS 9/1,Prabhsimran Singh lbw b Kumar 0 (1b 0x4 0x6 2m) SR: 0;W;Live Forecast: PBKS 172,PBKS 55.37%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 2 • PBKS 14/2,Matthew Short lbw b Jansen 1 (3b 0x4 0x6 9m) SR: 33.33;W;Live Forecast: PBKS 165,SRH 52.77%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 3 • PBKS 22/2,Live Forecast: PBKS 164,SRH 53.93%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 4 • PBKS 22/3,Jitesh Sharma c Markram b Jansen 4 (9b 1x4 0x6 13m) SR: 44.44;W;Live Forecast: PBKS 157,SRH 61.85%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 5 • PBKS 30/3,Live Forecast: PBKS 157,SRH 61.85%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 6 • PBKS 41/3,Live Forecast: PBKS 167,SRH 50.44%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 7 • PBKS 47/3,Live Forecast: PBKS 169,PBKS 51.89%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 8 • PBKS 58/3,Live Forecast: PBKS 182,PBKS 66.41%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 9 • PBKS 64/4,Sam Curran c Kumar b Markande 22 (15b 3x4 1x6 25m) SR: 146.66;W;Live Forecast: PBKS 167,SRH 50.44%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 10 • PBKS 73/5,Sikandar Raza c Agarwal b Umran Malik 5 (6b 0x4 0x6 5m) SR: 83.33;W;Live Forecast: PBKS 166,SRH 51.6%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 11 • PBKS 76/6,M Shahrukh Khan lbw b Markande 4 (3b 1x4 0x6 7m) SR: 133.33;W;Live Forecast: PBKS 143,SRH 75.64%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 12 • PBKS 77/7,Harpreet Brar b Umran Malik 1 (2b 0x4 0x6 5m) SR: 50;W;Live Forecast: PBKS 117,SRH 91.14%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 13 • PBKS 78/8,Rahul Chahar lbw b Markande 0 (8b 0x4 0x6 10m) SR: 0;W;Live Forecast: PBKS 109,SRH 93.69%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 14 • PBKS 83/8,Live Forecast: PBKS 113,SRH 92.52%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 15 • PBKS 88/9,Nathan Ellis b Markande 0 (5b 0x4 0x6 10m) SR: 0;W;Live Forecast: PBKS 109,SRH 93.69%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 16 • PBKS 101/9,Live Forecast: PBKS 121,SRH 89.55%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 17 • PBKS 109/9,Live Forecast: PBKS 130,SRH 84.99%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 18 • PBKS 126/9,Live Forecast: PBKS 145,SRH 73.89%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 19 • PBKS 135/9,Live Forecast: PBKS 145,SRH 73.89%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 20 • PBKS 143/9,Live Forecast: PBKS 143,SRH 75.64%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 1 • SRH 4/0,SRH needed 140 runs from 114 balls,SRH 74.07%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 2 • SRH 13/0,SRH needed 131 runs from 108 balls,SRH 77.79%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 3 • SRH 19/0,SRH needed 125 runs from 102 balls,SRH 78.27%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 4 • SRH 27/1,Harry Brook b Arshdeep Singh 13 (14b 3x4 0x6 18m) SR: 92.85;W;SRH needed 117 runs from 96 balls,SRH 78.46%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 5 • SRH 30/1,SRH needed 114 runs from 90 balls,SRH 74.76%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 6 • SRH 34/1,SRH needed 110 runs from 84 balls,SRH 67.28%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 7 • SRH 40/1,SRH needed 104 runs from 78 balls,SRH 70.04%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 8 • SRH 43/1,SRH needed 101 runs from 72 balls,SRH 63.13%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 9 • SRH 54/2,Mayank Agarawal c Curran b Chahar 21 (20b 3x4 0x6 38m) SR: 105;W;SRH needed 90 runs from 66 balls,SRH 72.12%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 10 • SRH 67/2,SRH needed 77 runs from 60 balls,SRH 88.63%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 11 • SRH 78/2,SRH needed 66 runs from 54 balls,SRH 92.98%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
