over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • DC 188/6,SRH won by 9 runs,SRH 100%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 1 • SRH 8/0,Live Forecast: SRH 165,SRH 50.82%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 2 • SRH 21/0,Live Forecast: SRH 171,SRH 57.67%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 3 • SRH 28/1,Mayank Agarawal c †Salt b Sharma 5 (6b 1x4 0x6 15m) SR: 83.33;W;Live Forecast: SRH 172,SRH 58.79%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 4 • SRH 42/1,Live Forecast: SRH 181,SRH 68.31%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 5 • SRH 46/2,Rahul Tripathi c Pandey b Marsh 10 (6b 0x4 1x6 12m) SR: 166.66;W;Live Forecast: SRH 176,SRH 63.15%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 6 • SRH 62/2,Live Forecast: SRH 194,SRH 79.58%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 7 • SRH 71/2,Live Forecast: SRH 190,SRH 76.47%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 8 • SRH 76/2,Live Forecast: SRH 192,SRH 78.06%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 9 • SRH 83/2,Live Forecast: SRH 184,SRH 71.2%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 10 • SRH 83/4,Aiden Markram c AR Patel b Marsh 8 (13b 0x4 0x6 21m) SR: 61.53;W;Harry Brook c AR Patel b Marsh 0 (2b 0x4 0x6 3m) SR: 0;W;Live Forecast: SRH 170,SRH 56.54%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 11 • SRH 107/4,Live Forecast: SRH 192,SRH 78.06%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 12 • SRH 109/5,Abhishek Sharma c Warner b AR Patel 67 (36b 12x4 1x6 62m) SR: 186.11;W;Live Forecast: SRH 187,SRH 73.92%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 13 • SRH 120/5,Live Forecast: SRH 188,SRH 74.79%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 14 • SRH 126/5,Live Forecast: SRH 183,SRH 70.25%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 15 • SRH 135/5,Live Forecast: SRH 184,SRH 71.2%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
