player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Bhuvneshwar Kumar,bowler,176,176,,,,181,27.23,7.56,21.6
Akeal Hosein,bowler,1,1,,,,1,40.00,10.00,24.0
T Natarajan,bowler,61,61,,,,67,29.38,8.83,19.9
Umran Malik,bowler,26,26,,,,29,26.62,9.39,17.0
Mayank Markande,bowler,37,37,,,,37,28.89,8.90,19.4
Abhishek Sharma,bowler,63,26,,,,11,35.36,8.64,24.5
