over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
19,CSK,145/5,N/A,N/A,7.63,N/A,CSK,100.0,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
1,RR,3/0,170,N/A,3.00,N/A,CSK,54.32,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
2,RR,7/0,165,N/A,3.50,N/A,CSK,59.73,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
3,RR,14/0,164,N/A,4.67,N/A,CSK,60.79,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
4,RR,27/0,175,N/A,6.75,N/A,RR,51.22,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
5,RR,36/0,183,N/A,7.20,N/A,RR,60.0,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
6,RR,42/0,183,N/A,7.00,N/A,RR,60.0,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
7,RR,46/1,171,N/A,6.57,N/A,CSK,53.21,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
8,RR,49/1,155,N/A,6.12,N/A,CSK,69.72,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
9,RR,56/2,155,N/A,6.22,N/A,CSK,69.72,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
10,RR,61/2,152,N/A,6.10,N/A,CSK,72.41,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
11,RR,68/2,155,N/A,6.18,N/A,CSK,69.72,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
12,RR,74/2,155,N/A,6.17,N/A,CSK,69.72,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
