over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • LSG 145/6,LSG won by 4 wickets (with 4 balls remaining),LSG 100%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 1 • MI 2/0,Live Forecast: MI 172,LSG 51.51%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 2 • MI 8/1,Rohit Sharma c Stoinis b Mohsin Khan 4 (5b 1x4 0x6 8m) SR: 80;W;Live Forecast: MI 167,LSG 57%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 3 • MI 20/2,Suryakumar Yadav c †Rahul b Stoinis 10 (6b 0x4 1x6 7m) SR: 166.66;W;Live Forecast: MI 168,LSG 55.91%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 4 • MI 22/2,Live Forecast: MI 164,LSG 60.21%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 5 • MI 27/2,Live Forecast: MI 162,LSG 62.3%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 6 • MI 28/4,Tilak Varma run out (Ravi Bishnoi) 7 (11b 1x4 0x6 12m) SR: 63.63;W;Hardik Pandya c †Rahul b Naveen-ul-Haq 0 (1b 0x4 0x6 1m) SR: 0;W;Live Forecast: MI 138,LSG 82.44%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 7 • MI 36/4,Live Forecast: MI 141,LSG 80.49%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 8 • MI 41/4,Live Forecast: MI 142,LSG 79.81%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 9 • MI 49/4,Live Forecast: MI 152,LSG 71.92%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 10 • MI 57/4,Live Forecast: MI 154,LSG 70.12%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
