player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Marcus Stoinis,bowler,96,62,,,,43,29.62,9.51,18.6
Mohsin Khan,bowler,24,23,,,,27,25.51,8.50,18.0
Naveen-ul-Haq,bowler,18,17,,,,25,23.64,9.16,15.4
Mayank Yadav,bowler,4,4,,,,7,12.14,6.98,10.4
Ravi Bishnoi,bowler,66,65,,,,63,29.14,7.80,22.3
Deepak Hooda,bowler,118,33,,,,10,53.10,8.54,37.3
