player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Nuwan Thushara,bowler,7,7,,,,8,32.12,9.88,19.5
Jasprit Bumrah,bowler,133,133,,,,165,22.51,7.30,18.5
Gerald Coetzee,bowler,10,10,,,,13,26.23,10.17,15.4
Piyush Chawla,bowler,192,191,,,,192,26.60,7.96,20.0
Hardik Pandya,bowler,137,93,,,,64,33.59,9.09,22.1
Mohammad Nabi,bowler,24,23,,,,15,34.46,7.43,27.8
