player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Umesh Yadav,bowler,148,147,,,,144,29.97,8.49,21.1
David Wiese,bowler,18,15,,,,16,27.50,8.91,18.5
Varun Chakravarthy,bowler,71,70,,,,83,24.12,7.56,19.1
Kulwant Khejroliya,bowler,7,7,,,,5,43.40,10.76,24.2
Sunil Narine,bowler,177,175,,,,180,25.39,6.73,22.6
Suyash Sharma,bowler,13,13,,,,10,37.20,8.65,25.8
Andre Russell,bowler,127,112,,,,115,23.00,9.35,14.7
