over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • KKR 182/5,Andre Russell run out (†Sharma/Arshdeep Singh) 42 (23b 3x4 3x6 34m) SR: 182.6;W;KKR won by 5 wickets (with 0 balls remaining),KKR 100%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 1 • PBKS 12/0,Live Forecast: PBKS 177,PBKS 56.3%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 2 • PBKS 21/1,Prabhsimran Singh c †Rahmanullah Gurbaz b Harshit Rana 12 (8b 3x4 0x6 11m) SR: 150;W;Live Forecast: PBKS 177,PBKS 56.3%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 3 • PBKS 26/1,Live Forecast: PBKS 172,PBKS 50.66%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 4 • PBKS 32/2,Bhanuka Rajapaksa c †Rahmanullah Gurbaz b Harshit Rana 0 (3b 0x4 0x6 11m) SR: 0;W;Live Forecast: PBKS 168,KKR 53.86%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 5 • PBKS 51/2,Live Forecast: PBKS 179,PBKS 58.52%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 6 • PBKS 58/3,Liam Livingstone lbw b Varun 15 (9b 3x4 0x6 16m) SR: 166.66;W;Live Forecast: PBKS 183,PBKS 62.87%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 7 • PBKS 64/3,Live Forecast: PBKS 188,PBKS 68.03%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 8 • PBKS 70/3,Live Forecast: PBKS 173,PBKS 51.79%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 9 • PBKS 79/3,Live Forecast: PBKS 175,PBKS 54.05%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 10 • PBKS 82/3,Live Forecast: PBKS 169,KKR 52.74%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 11 • PBKS 93/3,Live Forecast: PBKS 179,PBKS 58.52%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 12 • PBKS 104/3,Live Forecast: PBKS 186,PBKS 66.01%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 13 • PBKS 109/4,Jitesh Sharma c †Rahmanullah Gurbaz b Varun 21 (18b 0x4 2x6 34m) SR: 116.66;W;Live Forecast: PBKS 180,PBKS 59.63%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 14 • PBKS 117/4,Live Forecast: PBKS 178,PBKS 57.42%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 15 • PBKS 124/5,Shikhar Dhawan c Arora b Rana 57 (47b 9x4 1x6 80m) SR: 121.27;W;Live Forecast: PBKS 173,PBKS 51.79%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 16 • PBKS 131/5,Live Forecast: PBKS 171,KKR 50.48%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 17 • PBKS 139/6,Rishi Dhawan b Varun 19 (11b 1x4 1x6 12m) SR: 172.72;W;Live Forecast: PBKS 170,KKR 51.61%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 18 • PBKS 143/7,Sam Curran c †Rahmanullah Gurbaz b Suyash Sharma 4 (9b 0x4 0x6 25m) SR: 44.44;W;Live Forecast: PBKS 164,KKR 58.3%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 19 • PBKS 158/7,Live Forecast: PBKS 169,KKR 52.74%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 20 • PBKS 179/7,Live Forecast: PBKS 179,PBKS 58.52%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 1 • KKR 5/0,KKR needed 175 runs from 114 balls,PBKS 60.2%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 2 • KKR 10/0,KKR needed 170 runs from 108 balls,PBKS 63.01%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 3 • KKR 20/0,KKR needed 160 runs from 102 balls,PBKS 59.93%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 4 • KKR 36/0,KKR needed 144 runs from 96 balls,KKR 56.41%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 5 • KKR 39/1,Rahmanullah Gurbaz lbw b Ellis 15 (12b 1x4 1x6 25m) SR: 125;W;KKR needed 141 runs from 90 balls,PBKS 54.51%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 6 • KKR 52/1,KKR needed 128 runs from 84 balls,KKR 60.67%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 7 • KKR 63/1,KKR needed 117 runs from 78 balls,KKR 59.79%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 8 • KKR 67/2,Jason Roy c Shahrukh Khan b Harpreet Brar 38 (24b 8x4 0x6 40m) SR: 158.33;W;KKR needed 113 runs from 72 balls,KKR 54.96%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 9 • KKR 73/2,KKR needed 107 runs from 66 balls,PBKS 51.24%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 10 • KKR 76/2,KKR needed 104 runs from 60 balls,PBKS 70.91%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 11 • KKR 92/2,KKR needed 88 runs from 54 balls,KKR 56.9%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 12 • KKR 98/2,KKR needed 82 runs from 48 balls,KKR 53.83%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 13 • KKR 109/2,KKR needed 71 runs from 42 balls,KKR 68.45%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 14 • KKR 116/3,Venkatesh Iyer c Livingstone b Chahar 11 (13b 0x4 0x6 28m) SR: 84.61;W;KKR needed 64 runs from 36 balls,KKR 52.69%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 15 • KKR 122/3,KKR needed 58 runs from 30 balls,PBKS 61.26%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 16 • KKR 129/4,Nitish Rana c Livingstone b Chahar 51 (38b 6x4 1x6 50m) SR: 134.21;W;KKR needed 51 runs from 24 balls,PBKS 74.17%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 17 • KKR 144/4,KKR needed 36 runs from 18 balls,PBKS 55.43%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 18 • KKR 154/4,KKR needed 26 runs from 12 balls,PBKS 59.89%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 19 • KKR 174/4,KKR needed 6 runs from 6 balls,KKR 97.95%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
