over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,KKR,182/5,N/A,N/A,9.10,N/A,KKR,100.0,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
1,PBKS,12/0,177,N/A,12.00,N/A,PBKS,56.3,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
2,PBKS,21/1,177,N/A,10.50,N/A,PBKS,56.3,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
3,PBKS,26/1,172,N/A,8.67,N/A,PBKS,50.66,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
4,PBKS,32/2,168,N/A,8.00,N/A,KKR,53.86,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
5,PBKS,51/2,179,N/A,10.20,N/A,PBKS,58.52,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
6,PBKS,58/3,183,N/A,9.67,N/A,PBKS,62.87,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
7,PBKS,64/3,188,N/A,9.14,N/A,PBKS,68.03,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
8,PBKS,70/3,173,N/A,8.75,N/A,PBKS,51.79,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
9,PBKS,79/3,175,N/A,8.78,N/A,PBKS,54.05,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
10,PBKS,82/3,169,N/A,8.20,N/A,KKR,52.74,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
11,PBKS,93/3,179,N/A,8.45,N/A,PBKS,58.52,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
12,PBKS,104/3,186,N/A,8.67,N/A,PBKS,66.01,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
13,PBKS,109/4,180,N/A,8.38,N/A,PBKS,59.63,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
14,PBKS,117/4,178,N/A,8.36,N/A,PBKS,57.42,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
15,PBKS,124/5,173,N/A,8.27,N/A,PBKS,51.79,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
16,PBKS,131/5,171,N/A,8.19,N/A,KKR,50.48,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
17,PBKS,139/6,170,N/A,8.18,N/A,KKR,51.61,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
18,PBKS,143/7,164,N/A,7.94,N/A,KKR,58.3,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
19,PBKS,158/7,169,N/A,8.32,N/A,KKR,52.74,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
20,PBKS,179/7,179,N/A,8.95,N/A,PBKS,58.52,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
1,KKR,5/0,N/A,175 from 114,5.00,9.21,PBKS,60.2,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
2,KKR,10/0,N/A,170 from 108,5.00,9.44,PBKS,63.01,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
3,KKR,20/0,N/A,160 from 102,6.67,9.41,PBKS,59.93,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
4,KKR,36/0,N/A,144 from 96,9.00,9.00,KKR,56.41,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
5,KKR,39/1,N/A,141 from 90,7.80,9.40,PBKS,54.51,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
6,KKR,52/1,N/A,128 from 84,8.67,9.14,KKR,60.67,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
7,KKR,63/1,N/A,117 from 78,9.00,9.00,KKR,59.79,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
8,KKR,67/2,N/A,113 from 72,8.38,9.42,KKR,54.96,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
9,KKR,73/2,N/A,107 from 66,8.11,9.73,PBKS,51.24,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
10,KKR,76/2,N/A,104 from 60,7.60,10.40,PBKS,70.91,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
11,KKR,92/2,N/A,88 from 54,8.36,9.78,KKR,56.9,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
12,KKR,98/2,N/A,82 from 48,8.17,10.25,KKR,53.83,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
13,KKR,109/2,N/A,71 from 42,8.38,10.14,KKR,68.45,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
14,KKR,116/3,N/A,64 from 36,8.29,10.67,KKR,52.69,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
15,KKR,122/3,N/A,58 from 30,8.13,11.60,PBKS,61.26,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
16,KKR,129/4,N/A,51 from 24,8.06,12.75,PBKS,74.17,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
17,KKR,144/4,N/A,36 from 18,8.47,12.00,PBKS,55.43,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
18,KKR,154/4,N/A,26 from 12,8.56,13.00,PBKS,59.89,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
19,KKR,174/4,N/A,6 from 6,9.16,6.00,KKR,97.95,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
