over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • RR 189/4,RR won by 6 wickets (with 5 balls remaining),RR 100%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 1 • RCB 8/0,Live Forecast: RCB 168,RR 57.49%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 2 • RCB 21/0,Live Forecast: RCB 174,RR 50.86%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 3 • RCB 29/0,Live Forecast: RCB 175,RCB 50.26%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 4 • RCB 42/0,Live Forecast: RCB 189,RCB 65.47%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 5 • RCB 45/0,Live Forecast: RCB 178,RCB 53.61%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 6 • RCB 53/0,Live Forecast: RCB 176,RCB 51.38%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 7 • RCB 60/0,Live Forecast: RCB 174,RR 50.86%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 8 • RCB 64/0,Live Forecast: RCB 169,RR 56.4%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 9 • RCB 79/0,Live Forecast: RCB 187,RCB 63.4%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 10 • RCB 88/0,Live Forecast: RCB 193,RCB 69.42%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 11 • RCB 98/0,Live Forecast: RCB 205,RCB 79.6%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 12 • RCB 107/0,Live Forecast: RCB 200,RCB 75.69%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 13 • RCB 115/0,Live Forecast: RCB 195,RCB 71.3%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 14 • RCB 125/1,Faf du Plessis c Buttler b Chahal 44 (33b 2x4 2x6 58m) SR: 133.33;W;Live Forecast: RCB 193,RCB 69.42%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 15 • RCB 129/2,Glenn Maxwell b Burger 1 (3b 0x4 0x6 4m) SR: 33.33;W;Live Forecast: RCB 181,RCB 56.94%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 16 • RCB 144/2,Live Forecast: RCB 187,RCB 63.4%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 17 • RCB 154/2,Live Forecast: RCB 186,RCB 62.35%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 18 • RCB 165/3,Saurav Chauhan c Jaiswal b Chahal 9 (6b 0x4 1x6 13m) SR: 150;W;Live Forecast: RCB 187,RCB 63.4%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 19 • RCB 169/3,Live Forecast: RCB 180,RCB 55.84%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 20 • RCB 183/3,Live Forecast: RCB 183,RCB 59.13%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 1 • RR 1/1,Yashasvi Jaiswal c Maxwell b Topley 0 (2b 0x4 0x6 1m) SR: 0;W;RR needed 183 runs from 114 balls,RCB 73.37%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 2 • RR 9/1,RR needed 175 runs from 108 balls,RCB 73.44%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 3 • RR 16/1,RR needed 168 runs from 102 balls,RCB 73.56%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 4 • RR 25/1,RR needed 159 runs from 96 balls,RCB 67.79%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 5 • RR 34/1,RR needed 150 runs from 90 balls,RCB 63.3%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 6 • RR 54/1,RR needed 130 runs from 84 balls,RR 59.47%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 7 • RR 63/1,RR needed 121 runs from 78 balls,RR 69.22%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 8 • RR 77/1,RR needed 107 runs from 72 balls,RR 80.58%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 9 • RR 84/1,RR needed 100 runs from 66 balls,RR 80.78%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 10 • RR 95/1,RR needed 89 runs from 60 balls,RR 85.62%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 11 • RR 109/1,RR needed 75 runs from 54 balls,RR 90.73%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 12 • RR 124/1,RR needed 60 runs from 48 balls,RR 96.81%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 13 • RR 136/1,RR needed 48 runs from 42 balls,RR 98.54%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 14 • RR 145/1,RR needed 39 runs from 36 balls,RR 99.04%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 15 • RR 152/2,Sanju Samson c Yash Dayal b Mohammed Siraj 69 (42b 8x4 2x6 66m) SR: 164.28;W;RR needed 32 runs from 30 balls,RR 98.29%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 16 • RR 160/3,Riyan Parag c Kohli b Yash Dayal 4 (4b 1x4 0x6 4m) SR: 100;W;RR needed 24 runs from 24 balls,RR 98.62%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 17 • RR 170/4,Dhruv Jurel c †Karthik b Topley 2 (3b 0x4 0x6 5m) SR: 66.66;W;RR needed 14 runs from 18 balls,RR 98.97%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 18 • RR 175/4,RR needed 9 runs from 12 balls,RR 98.94%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
