player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Reece Topley,bowler,5,5,,,,5,36.40,10.70,20.4
Yash Dayal,bowler,28,28,,,,28,32.85,9.56,20.6
Mohammed Siraj,bowler,93,93,,,,93,30.34,8.64,21.0
Mayank Dagar,bowler,8,8,,,,2,101.50,8.89,68.5
Cameron Green,bowler,29,29,,,,16,41.50,9.07,27.4
Himanshu Sharma,bowler,2,2,,,,0,-,11.40,-
