over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,RR,152/7,N/A,N/A,7.60,N/A,RR,100.0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
1,PBKS,4/0,170,N/A,4.00,N/A,RR,53.53,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
2,PBKS,17/0,175,N/A,8.50,N/A,PBKS,52.06,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
3,PBKS,26/0,175,N/A,8.67,N/A,PBKS,52.06,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
4,PBKS,28/1,172,N/A,7.00,N/A,RR,51.3,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
5,PBKS,31/1,159,N/A,6.20,N/A,RR,65.29,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
6,PBKS,38/1,158,N/A,6.33,N/A,RR,66.28,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
7,PBKS,42/2,157,N/A,6.00,N/A,RR,67.27,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
8,PBKS,47/3,156,N/A,5.88,N/A,RR,68.23,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
9,PBKS,50/3,149,N/A,5.56,N/A,RR,74.52,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
10,PBKS,53/4,146,N/A,5.30,N/A,RR,76.94,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
11,PBKS,58/4,141,N/A,5.27,N/A,RR,80.59,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
12,PBKS,70/4,153,N/A,5.83,N/A,RR,71.04,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
13,PBKS,72/5,139,N/A,5.54,N/A,RR,81.92,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
14,PBKS,75/5,132,N/A,5.36,N/A,RR,86.0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
