over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
9,DC,92/4,N/A,N/A,10.22,N/A,DC,100.0,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
1,GT,6/0,168,N/A,6.00,N/A,DC,53.32,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
2,GT,12/1,162,N/A,6.00,N/A,DC,59.91,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
3,GT,23/1,166,N/A,7.67,N/A,DC,55.54,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
4,GT,28/2,169,N/A,7.00,N/A,DC,52.21,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
5,GT,30/4,146,N/A,6.00,N/A,DC,75.29,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
6,GT,30/4,115,N/A,5.00,N/A,DC,92.21,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
7,GT,39/4,116,N/A,5.57,N/A,DC,91.9,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
8,GT,43/4,116,N/A,5.38,N/A,DC,91.9,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
9,GT,54/6,103,N/A,6.00,N/A,DC,95.21,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
10,GT,61/6,110,N/A,6.10,N/A,DC,93.63,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
11,GT,65/6,115,N/A,5.91,N/A,DC,92.21,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
12,GT,68/7,101,N/A,5.67,N/A,DC,95.58,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
13,GT,71/7,104,N/A,5.46,N/A,DC,95.01,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
14,GT,75/7,108,N/A,5.36,N/A,DC,94.13,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
15,GT,78/8,105,N/A,5.20,N/A,DC,94.8,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
16,GT,81/8,107,N/A,5.06,N/A,DC,94.36,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
17,GT,88/8,116,N/A,5.18,N/A,DC,91.9,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
1,DC,14/0,N/A,76 from 114,14.00,4.00,DC,98.43,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
2,DC,25/1,N/A,65 from 108,12.50,3.61,DC,98.52,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
3,DC,31/2,N/A,59 from 102,10.33,3.47,DC,98.08,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
4,DC,42/2,N/A,48 from 96,10.50,3.00,DC,98.85,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
5,DC,65/3,N/A,25 from 90,13.00,1.67,DC,99.53,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
6,DC,67/4,N/A,23 from 84,11.17,1.64,DC,99.32,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
7,DC,74/4,N/A,16 from 78,10.57,1.23,DC,99.63,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
8,DC,84/4,N/A,6 from 72,10.50,0.50,DC,99.79,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
