over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 9 • DC 92/4,DC won by 6 wickets (with 67 balls remaining),DC 100%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 1 • GT 6/0,Live Forecast: GT 168,DC 53.32%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 2 • GT 12/1,Shubman Gill c Shaw b Sharma 8 (6b 2x4 0x6 9m) SR: 133.33;W;Live Forecast: GT 162,DC 59.91%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 3 • GT 23/1,Live Forecast: GT 166,DC 55.54%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 4 • GT 28/2,Wriddhiman Saha b Mukesh Kumar 2 (10b 0x4 0x6 21m) SR: 20;W;Live Forecast: GT 169,DC 52.21%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 5 • GT 30/4,Sai Sudharsan run out (Sumit Kumar) 12 (9b 2x4 0x6 15m) SR: 133.33;W;David Miller c †Pant b Sharma 2 (6b 0x4 0x6 8m) SR: 33.33;W;Live Forecast: GT 146,DC 75.29%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 6 • GT 30/4,Live Forecast: GT 115,DC 92.21%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 7 • GT 39/4,Live Forecast: GT 116,DC 91.9%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 8 • GT 43/4,Live Forecast: GT 116,DC 91.9%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 9 • GT 54/6,Abhinav Manohar st †Pant b Stubbs 8 (14b 1x4 0x6 24m) SR: 57.14;W;M Shahrukh Khan st †Pant b Stubbs 0 (1b 0x4 0x6 3m) SR: 0;W;Live Forecast: GT 103,DC 95.21%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 10 • GT 61/6,Live Forecast: GT 110,DC 93.63%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 11 • GT 65/6,Live Forecast: GT 115,DC 92.21%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 12 • GT 68/7,Rahul Tewatia lbw b Patel 10 (15b 1x4 0x6 34m) SR: 66.66;W;Live Forecast: GT 101,DC 95.58%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 13 • GT 71/7,Live Forecast: GT 104,DC 95.01%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 14 • GT 75/7,Live Forecast: GT 108,DC 94.13%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 15 • GT 78/8,Mohit Sharma c Sumit Kumar b Ahmed 2 (14b 0x4 0x6 13m) SR: 14.28;W;Live Forecast: GT 105,DC 94.8%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 16 • GT 81/8,Live Forecast: GT 107,DC 94.36%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 17 • GT 88/8,Live Forecast: GT 116,DC 91.9%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Current Over 18 • GT 89/10,Rashid Khan c †Pant b Mukesh Kumar 31 (24b 2x4 1x6 34m) SR: 129.16;W;Noor Ahmad b Mukesh Kumar 1 (7b 0x4 0x6 10m) SR: 14.28;W;Live Forecast: GT 89,DC 97.31%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 1 • DC 14/0,DC needed 76 runs from 114 balls,DC 98.43%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 2 • DC 25/1,Jake Fraser-McGurk c Manohar b Johnson 20 (10b 2x4 2x6 10m) SR: 200;W;DC needed 65 runs from 108 balls,DC 98.52%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 3 • DC 31/2,Prithvi Shaw c Johnson b Sandeep Warrier 7 (6b 1x4 0x6 16m) SR: 116.66;W;DC needed 59 runs from 102 balls,DC 98.08%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 4 • DC 42/2,DC needed 48 runs from 96 balls,DC 98.85%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 5 • DC 65/3,Abishek Porel b Sandeep Warrier 15 (7b 2x4 1x6 19m) SR: 214.28;W;DC needed 25 runs from 90 balls,DC 99.53%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 6 • DC 67/4,Shai Hope c Sharma b Rashid Khan 19 (10b 1x4 2x6 20m) SR: 190;W;DC needed 23 runs from 84 balls,DC 99.32%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 7 • DC 74/4,DC needed 16 runs from 78 balls,DC 99.63%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 8 • DC 84/4,DC needed 6 runs from 72 balls,DC 99.79%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
