over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 19 • CSK 159/3,CSK won by 7 wickets (with 11 balls remaining),CSK 100%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 1 • MI 10/0,Live Forecast: MI 175,MI 56.31%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 2 • MI 16/0,Live Forecast: MI 172,MI 52.86%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 3 • MI 30/0,Live Forecast: MI 180,MI 61.93%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 4 • MI 38/1,Rohit Sharma b Deshpande 21 (13b 3x4 1x6 22m) SR: 161.53;W;Live Forecast: MI 184,MI 66.22%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 5 • MI 47/1,Live Forecast: MI 186,MI 68.27%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 6 • MI 61/1,Live Forecast: MI 198,MI 79.02%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 7 • MI 66/2,Ishan Kishan c Pretorius b Jadeja 32 (21b 5x4 0x6 36m) SR: 152.38;W;Live Forecast: MI 189,MI 71.22%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 8 • MI 73/3,Suryakumar Yadav c †Dhoni b Santner 1 (2b 0x4 0x6 6m) SR: 50;W;Live Forecast: MI 191,MI 73.09%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 9 • MI 76/4,Cameron Green c & b Jadeja 12 (11b 1x4 0x6 23m) SR: 109.09;W;Live Forecast: MI 179,MI 60.83%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 10 • MI 84/5,Arshad Khan lbw b Santner 2 (4b 0x4 0x6 4m) SR: 50;W;Live Forecast: MI 182,MI 64.1%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 11 • MI 87/5,Live Forecast: MI 173,MI 54.01%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 12 • MI 93/5,Live Forecast: MI 170,MI 50.54%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 13 • MI 102/6,Tilak Varma lbw b Jadeja 22 (18b 2x4 1x6 26m) SR: 122.22;W;Live Forecast: MI 172,MI 52.86%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 14 • MI 105/6,Live Forecast: MI 165,CSK 55.24%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 15 • MI 109/6,Live Forecast: MI 160,CSK 60.87%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 16 • MI 113/7,Tristan Stubbs c Gaikwad b Magala 5 (10b 0x4 0x6 13m) SR: 50;W;Live Forecast: MI 155,CSK 66.2%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 17 • MI 131/8,Tim David c Rahane b Deshpande 31 (22b 1x4 2x6 35m) SR: 140.9;W;Live Forecast: MI 163,CSK 57.52%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 18 • MI 135/8,Live Forecast: MI 155,CSK 66.2%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 19 • MI 141/8,Live Forecast: MI 151,CSK 70.19%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 20 • MI 157/8,Live Forecast: MI 157,CSK 64.11%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 1 • CSK 6/1,Devon Conway b Behrendorff 0 (4b 0x4 0x6 4m) SR: 0;W;CSK needed 152 runs from 114 balls,CSK 56.34%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 2 • CSK 12/1,CSK needed 146 runs from 108 balls,CSK 56.3%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 3 • CSK 21/1,CSK needed 137 runs from 102 balls,CSK 59.79%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 4 • CSK 44/1,CSK needed 114 runs from 96 balls,CSK 83.09%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 5 • CSK 55/1,CSK needed 103 runs from 90 balls,CSK 88.53%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 6 • CSK 68/1,CSK needed 90 runs from 84 balls,CSK 93.7%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 7 • CSK 74/1,CSK needed 84 runs from 78 balls,CSK 93.97%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 8 • CSK 82/2,Ajinkya Rahane c Yadav b Chawla 61 (27b 7x4 3x6 33m) SR: 225.92;W;CSK needed 76 runs from 72 balls,CSK 91.76%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 9 • CSK 86/2,CSK needed 72 runs from 66 balls,CSK 90.74%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 10 • CSK 97/2,CSK needed 61 runs from 60 balls,CSK 94.52%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 11 • CSK 102/2,CSK needed 56 runs from 54 balls,CSK 94.43%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 12 • CSK 108/2,CSK needed 50 runs from 48 balls,CSK 95.45%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 13 • CSK 112/2,CSK needed 46 runs from 42 balls,CSK 95.13%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
