player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Deepak Chahar,bowler,81,81,,,,77,28.84,7.98,21.6
Tushar Deshpande,bowler,36,36,,,,42,29.59,9.64,18.4
Sisanda Magala,bowler,2,2,,,,1,51.00,8.50,36.0
Mitchell Santner,bowler,18,18,,,,15,28.13,6.91,24.4
Ravindra Jadeja,bowler,240,211,,,,160,30.40,7.62,23.9
Dwaine Pretorius,bowler,7,7,,,,6,39.66,9.52,25.0
