player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Umesh Yadav,bowler,148,147,,,,144,29.97,8.49,21.1
Shardul Thakur,bowler,95,92,,,,94,30.52,9.22,19.8
Lockie Ferguson,bowler,45,45,,,,46,31.00,8.95,20.7
Sunil Narine,bowler,177,175,,,,180,25.39,6.73,22.6
Varun Chakravarthy,bowler,71,70,,,,83,24.12,7.56,19.1
Suyash Sharma,bowler,13,13,,,,10,37.20,8.65,25.8
