player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Mohammed Siraj,bowler,93,93,,,,93,30.34,8.64,21.0
Wayne Parnell,bowler,33,33,,,,35,26.77,7.77,20.6
Michael Bracewell,bowler,5,5,,,,6,15.83,8.63,11.0
Karn Sharma,bowler,84,82,,,,76,27.46,8.37,19.6
Glenn Maxwell,bowler,134,79,,,,37,35.21,8.28,25.5
