over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 11 • RR 59/10,Adam Zampa b Sharma 2 (6b 0x4 0x6 10m) SR: 33.33;W;KM Asif c Kohli b Sharma 0 (2b 0x4 0x6 3m) SR: 0;W;RCB won by 112 runs,RCB 100%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 1 • RCB 9/0,Live Forecast: RCB 169,RR 52.82%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 2 • RCB 12/0,Live Forecast: RCB 163,RR 59.45%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 3 • RCB 17/0,Live Forecast: RCB 158,RR 64.7%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 4 • RCB 29/0,Live Forecast: RCB 164,RR 58.36%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 5 • RCB 34/0,Live Forecast: RCB 162,RR 60.52%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 6 • RCB 42/0,Live Forecast: RCB 172,RCB 50.56%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 7 • RCB 50/1,Virat Kohli c Jaiswal b Asif 18 (19b 1x4 0x6 31m) SR: 94.73;W;Live Forecast: RCB 170,RR 51.7%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 8 • RCB 61/1,Live Forecast: RCB 176,RCB 55.06%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 9 • RCB 71/1,Live Forecast: RCB 189,RCB 68.87%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 10 • RCB 78/1,Live Forecast: RCB 185,RCB 64.83%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 11 • RCB 81/1,Live Forecast: RCB 172,RCB 50.56%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 12 • RCB 86/1,Live Forecast: RCB 163,RR 59.45%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 13 • RCB 98/1,Live Forecast: RCB 166,RR 56.16%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 14 • RCB 107/1,Live Forecast: RCB 171,RR 50.57%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 15 • RCB 120/2,Faf du Plessis c Jaiswal b Asif 55 (44b 3x4 2x6 65m) SR: 125;W;Live Forecast: RCB 172,RCB 50.56%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 16 • RCB 123/4,Mahipal Lomror c Jurel b Zampa 1 (2b 0x4 0x6 5m) SR: 50;W;Dinesh Karthik lbw b Zampa 0 (2b 0x4 0x6 3m) SR: 0;W;Live Forecast: RCB 162,RR 60.52%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 17 • RCB 135/4,Live Forecast: RCB 165,RR 57.27%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 18 • RCB 143/5,Glenn Maxwell b Sandeep Sharma 54 (33b 5x4 3x6 51m) SR: 163.63;W;Live Forecast: RCB 163,RR 59.45%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 19 • RCB 153/5,Live Forecast: RCB 164,RR 58.36%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 20 • RCB 171/5,Live Forecast: RCB 171,RR 50.57%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 1 • RR 5/1,Yashasvi Jaiswal c Kohli b Mohammed Siraj 0 (2b 0x4 0x6 4m) SR: 0;W;RR needed 167 runs from 114 balls,RCB 60.19%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 2 • RR 11/3,Jos Buttler c Mohammed Siraj b Parnell 0 (2b 0x4 0x6 10m) SR: 0;W;Sanju Samson c Anuj Rawat b Parnell 4 (5b 1x4 0x6 10m) SR: 80;W;RR needed 161 runs from 108 balls,RCB 73.88%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 3 • RR 16/3,RR needed 156 runs from 102 balls,RCB 76.13%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 4 • RR 19/3,RR needed 153 runs from 96 balls,RCB 80.84%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 5 • RR 26/4,Devdutt Padikkal c Mohammed Siraj b Bracewell 4 (4b 1x4 0x6 16m) SR: 100;W;RR needed 146 runs from 90 balls,RCB 90.56%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 6 • RR 28/5,Joe Root lbw b Parnell 10 (15b 1x4 0x6 26m) SR: 66.66;W;RR needed 144 runs from 84 balls,RCB 97.73%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 7 • RR 31/6,Dhruv Jurel c Lomror b Bracewell 1 (7b 0x4 0x6 6m) SR: 14.28;W;RR needed 141 runs from 78 balls,RCB 99.1%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 8 • RR 50/7,Ravichandran Ashwin run out (Mohammed Siraj/Anuj Rawat) 0 (0b 0x4 0x6 7m) SR: 0;W;RR needed 122 runs from 72 balls,RCB 98.76%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 9 • RR 56/7,RR needed 116 runs from 66 balls,RCB 98.53%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 10 • RR 59/8,Shimron Hetmyer c Bracewell b Maxwell 35 (19b 1x4 4x6 28m) SR: 184.21;W;RR needed 113 runs from 60 balls,RCB 99.35%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
