over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • MI 162/9,Hardik Pandya c Tewatia b Yadav 11 (4b 1x4 1x6 9m) SR: 275;W;Piyush Chawla c Rashid Khan b Yadav 0 (1b 0x4 0x6 1m) SR: 0;W;GT won by 6 runs,GT 100%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 1 • GT 11/0,Live Forecast: GT 168,GT 52.45%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 2 • GT 18/0,Live Forecast: GT 167,GT 51.34%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 3 • GT 27/0,Live Forecast: GT 170,GT 54.66%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 4 • GT 31/1,Wriddhiman Saha b Bumrah 19 (15b 4x4 0x6 18m) SR: 126.66;W;Live Forecast: GT 165,MI 50.88%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 5 • GT 43/1,Live Forecast: GT 169,GT 53.56%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 6 • GT 47/1,Live Forecast: GT 164,MI 52%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 7 • GT 56/1,Live Forecast: GT 172,GT 56.85%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 8 • GT 66/2,Shubman Gill c Sharma b Chawla 31 (22b 3x4 1x6 35m) SR: 140.9;W;Live Forecast: GT 177,GT 62.16%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 9 • GT 69/2,Live Forecast: GT 171,GT 55.76%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 10 • GT 82/2,Live Forecast: GT 181,GT 66.19%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 11 • GT 99/2,Live Forecast: GT 194,GT 77.51%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 12 • GT 104/3,Azmatullah Omarzai c Tilak Varma b Coetzee 17 (11b 1x4 1x6 17m) SR: 154.54;W;Live Forecast: GT 194,GT 77.51%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 13 • GT 106/3,Live Forecast: GT 177,GT 62.16%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 14 • GT 114/3,Live Forecast: GT 171,GT 55.76%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 15 • GT 124/3,Live Forecast: GT 172,GT 56.85%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 16 • GT 133/3,Live Forecast: GT 173,GT 57.93%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 17 • GT 135/5,David Miller c Pandya b Bumrah 12 (11b 1x4 0x6 21m) SR: 109.09;W;Sai Sudharsan c Tilak Varma b Bumrah 45 (39b 3x4 1x6 58m) SR: 115.38;W;Live Forecast: GT 167,GT 51.34%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 18 • GT 154/5,Live Forecast: GT 176,GT 61.11%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 19 • GT 161/5,Live Forecast: GT 173,GT 57.93%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 20 • GT 168/6,Rahul Tewatia c Naman Dhir b Coetzee 22 (15b 2x4 1x6 15m) SR: 146.66;W;Live Forecast: GT 168,GT 52.45%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 1 • MI 2/1,Ishan Kishan c †Saha b Azmatullah Omarzai 0 (4b 0x4 0x6 2m) SR: 0;W;MI needed 167 runs from 114 balls,GT 63.61%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 2 • MI 11/1,MI needed 158 runs from 108 balls,GT 60.97%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 3 • MI 30/2,Naman Dhir lbw b Azmatullah Omarzai 20 (10b 3x4 1x6 13m) SR: 200;W;MI needed 139 runs from 102 balls,GT 52.16%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 4 • MI 40/2,MI needed 129 runs from 96 balls,MI 57.83%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 5 • MI 46/2,MI needed 123 runs from 90 balls,MI 58.63%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 6 • MI 52/2,MI needed 117 runs from 84 balls,MI 52.87%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 7 • MI 55/2,MI needed 114 runs from 78 balls,GT 54.96%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 8 • MI 64/2,MI needed 105 runs from 72 balls,MI 51.54%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 9 • MI 71/2,MI needed 98 runs from 66 balls,MI 51%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 10 • MI 88/2,MI needed 81 runs from 60 balls,MI 82.36%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 11 • MI 97/2,MI needed 72 runs from 54 balls,MI 87.15%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 12 • MI 107/2,MI needed 62 runs from 48 balls,MI 92.73%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 13 • MI 112/3,Rohit Sharma lbw b Sai Kishore 43 (29b 7x4 1x6 57m) SR: 148.27;W;MI needed 57 runs from 42 balls,MI 83.94%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 14 • MI 121/3,MI needed 48 runs from 36 balls,MI 88.11%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 15 • MI 126/3,MI needed 43 runs from 30 balls,MI 82.89%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 16 • MI 130/4,Dewald Brevis c & b Sharma 46 (38b 2x4 3x6 58m) SR: 121.05;W;MI needed 39 runs from 24 balls,MI 67.95%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 17 • MI 133/4,MI needed 36 runs from 18 balls,GT 66.85%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 18 • MI 142/5,Tim David c Miller b Sharma 11 (10b 1x4 0x6 12m) SR: 110;W;MI needed 27 runs from 12 balls,GT 74.47%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 19 • MI 150/7,Tilak Varma c sub (A Manohar) b Johnson 25 (19b 1x4 1x6 33m) SR: 131.57;W;Gerald Coetzee c & b Johnson 1 (3b 0x4 0x6 3m) SR: 33.33;W;MI needed 19 runs from 6 balls,GT 87.37%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
